# 六级单词表 · 共 5407 词 · 每 50 词一个单元
# 释义来源：ECDICT（MIT License）https://github.com/skywind3000/ECDICT
单词,音标,中文释义,英文释义
marine,/mә'ri:n/,"n. 舰队, 水兵, 海景画；a. 海的, 海产的, 海底的, 船舶的, 海运的",n. a member of the United States Marine Corps；n. a soldier who serves both on shipboard and on land
maritime,/'mæritaim/,"a. 海的, 海上的, 海事的, 沿海的, 海员的；[经] 海事的, 海上的, 海员的",s. bordering on or living or characteristic of those near the sea
marriage,/'mæridʒ/,"n. 婚姻, 结婚, 婚礼, 合并；[医] 婚姻, 结婚",n. the state of being a married couple voluntarily joined for life (or until divorce)；n. two people who are married to each other
married,/'mærid/,"a. 已婚的, 婚姻的；[法] 结了婚的, 有配偶的, 夫妇的",n. a person who is married；a. joined in matrimony
Mars,/mɑ:z/,"n. 火星, 战神；[医] 铁",n. a small reddish planet that is the 4th from the sun and is periodically visible to the naked eye; minerals rich in iron cover its surface and are responsible for its characteristic color；n. (Roman…
marsh,/mɑ:ʃ/,"n. 沼泽, 湿地；a. 沼泽的",n. low-lying wet land with grassy vegetation; usually is a transition zone between land and water；n. United States painter (1898-1954)
marshal,/'mɑ:ʃәl/,"n. 元帅, 陆空军高级将官, 典礼官, 执法官；vt. 整理, 引领, 统率；vi. 排列, 各就各位",n. a law officer having duties similar to those of a sheriff in carrying out the judgments of a court of law；n. (in some countries) a military officer of highest rank
martyr,/'mɑ:tә/,"n. 烈士, 受苦者, 受难者；vt. 使成为烈士, 使受苦",n. one who suffers for the sake of principle；n. one who voluntarily suffers death as the penalty for refusing to renounce their religion
marvel,/'mɑ:vl/,"n. 奇异事物, 罕见例子；vt. 惊异于；vi. 惊异",v. express astonishment or surprise about something
marvellous,/'mɑ:vilәs/,"a. 奇异的, 神奇的, 奇迹般的, 惊人的, 不可思议的, 绝妙的, 妙极的",s extraordinarily good or great; used especially as intensifiers；s being or having the character of a miracle
Marxism,/'mɑ:ksizm/,"n. 马克思主义；[法] 马克思的, 马克思主义的; 马克思主义",n. the economic and political theories of Karl Marx and Friedrich Engels that hold that human actions and institutions are economically determined and that class struggle is needed to create historica…
Marxist,/'mɑ:ksist/,a. 马克思主义的；n. 马克思主义者,n. an advocate of Marxism；a. following the ideas of Marx and Engels
masculine,/'mæskjulin/,"n. 阳性, 男性；a. 男性的, 阳性的, 有丈夫气的",n. a gender that refers chiefly (but not exclusively) to males or to objects classified as male；a. of grammatical gender
masculinity,/.mæskju'liniti/,"n. 男子气, 刚毅, 大丈夫气概；[医] 男子本性, 男性",n. the trait of behaving in ways considered typical for men
mask,/mæsk/,"n. 面具, 假面具, 掩饰, 石膏面模；vt. 戴面具, 掩饰, 使模糊；vi. 化装, 戴面具, 掩饰, 参加化装舞会；[计] 屏蔽; 掩码",n. a covering to disguise or conceal the face；n. activity that tries to conceal something
mass,/mæs/,"n. 块, 大多数, 质量, 大量, 群众, 弥撒；a. 群众的, 大规模的, 整个的；vt. 使集合, 集中；vi. 聚集",n. the property of a body that causes it to have weight in a gravitational field；n. an ill-structured collection of similar things (objects or people)
massacre,/'mæsәkә/,"n. 大屠杀；vt. 大屠杀, 残杀",v. kill a large number of people indiscriminately
massive,/'mæsiv/,"a. 大而重的, 宽大的, 宏伟的；[医] 大块的, 整块的, 大量的",s. imposing in size or bulk or solidity；s. being the same substance throughout
mast,/mɑ:st/,"n. 桅, 桅杆, 杆；vt. 装桅杆于",n. a vertical spar for supporting sails；n. nuts of forest trees (as beechnuts and acorns) accumulated on the ground
master,/'mɑ:stә. 'mæstә/,"n. 主人, 硕士, 大师, 母机；a. 主人的, 主要的；vt. 征服, 控制, 精通","n. directs the work of others；n. an original creation (i.e., an audio recording) from which copies can be made"
masterpiece,/'mɑ:stәpi:s/,"n. 杰作, 名著",n. the most outstanding work of a creative artist or craftsman；n. an outstanding achievement
mastery,/'mɑ:stәri/,"n. 征服, 统治权, 优势, 精通, 掌握；[法] 统治权, 控制权, 征服",n. the act of mastering or subordinating someone
mat,/mæt/,"n. 垫, 丛, 衬边；a. 粗糙的, 无光泽的；vi. 纠缠在一起；vt. 铺席于...上, 使无光泽, 使缠结",n. a thick flat pad used as a floor covering；n. mounting consisting of a border or background for a picture
mate,/meit/,"n. 配偶, 对手, 助手, (象棋)将死；vt. 使配对, 使一致, 结伴, (象棋)将死；vi. 成配偶, 紧密配合",n. the officer below the master on a commercial ship；n. the partner of an animal (especially a sexual partner)
material,/mә'tiәriәl/,"n. 材料, 物资, 素材, 布料, 资料；a. 物质的, 肉体的, 重要的",n. the tangible substance that goes into the makeup of a physical object；n. information (data or ideas or observations) that can be used or reworked into a finished form
materialism,/mә'tiәriәlizm/,n. 唯物主义,n. a desire for wealth and material possessions with little interest in ethical or spiritual matters；n. (philosophy) the philosophical theory that matter is the only reality
maternity,/mә'tә:niti/,"n. 母性, 怀孕, 妇产科医院；a. 产妇的",n the state of being pregnant; the period from conception to birth when a woman carries a developing fetus in her uterus；n the kinship relation between an offspring and the mother
mathematical,/.mæθә'mætikl/,"a. 数学的, 精确的；[机] 数学上的",a. of or pertaining to or of the nature of mathematics；s. beyond question
mathematics,/.mæθә'mætiks/,n. 数学；[机] 数学,n. a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement
maths,/mæθs/,n. 数学,n a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement；n a science (or group of related sciences) dealing with the logic of quantity and shape and arra…
maturation,/.mætʃu'reiʃәn/,"n. 化脓, 成熟；[医] 成熟, 化脓",n. coming to full development; becoming mature
mature,/mә'tjuә/,"a. 成熟的, 到期的, 充分考虑的；vt. 使成熟；vi. 成熟, 到期",v. develop and reach maturity; undergo maturation；v. develop and work out fully in one's mind
maturity,/mә'tjuәriti/,"n. 成熟, 完备, 到期；[医] 成熟, 成熟期, 发育期",n. state of being mature; full development；n. the date on which an obligation must be repaid
maximum,/'mæksimәn/,"n. 极点, 最大量, 极大；a. 最高的, 最大的, 最大极限的；[计] 最大值",n. the largest possible quantity；n. the point on a curve where the tangent changes from positive on the left to negative on the right
mayor,/'mєә/,n. 市长；[法] 市长,n. the head of a city government
meadow,/'medәu/,"n. 草地, 牧场",n a field where grass or alfalfa are grown to be made into hay
meaningful,/'mi:niŋful/,a. 意味深长的,a. having a meaning or purpose
means,/mi:nz/,"n. 方法, 手段, 工具, 财产, 收入；[经] 方法, 手段, 工具; 意谓",n. how a result is obtained or an end is achieved；n. an instrumentality for accomplishing some end
meantime,/'mi:ntaim/,"n. 间隔时间, 其时；adv. 其间","n the time between one event, process, or period and another；r during the intervening time"
meanwhile,/'mi:nhwail/,"n. 其时, 其间；adv. 同时, 于此时",r. at the same time but in another place；r. during the intervening time
measurable,/'meʒәrәbl/,"a. 可测量的, 不久的, 重要的",a. capable of being measured；s. of distinguished importance
measure,/'meʒә/,"n. 尺寸, 量度器, 量度标准, 测量, 量具, 程度, 范围, 限度, 分寸, 措施, 方法；vt. 测量, 测度, 估量, 权衡, 调节, 拿(自己或自己的力量等)作较量；vi. 度量",n. any maneuver made as part of progress toward a goal；n. how much there is or how many there are of something that you can quantify
measurement,/'meʒәdmәnt/,"n. 尺寸, 度量, 度量单位；[计] 度量, 度量单位",n. the act or process of assigning numbers to phenomena according to a rule
mechanic,/mi'kænik/,"n. 机械工, 技工；a. 手工的",s. resembling the action of a machine
mechanical,/mi'kænikәl/,"a. 机械的, 机械性的, 力学的；[医] 机械的, 力学的",a. using (or as if using) mechanisms or tools or devices；a. relating to or concerned with machinery or tools
mechanically,/mi'kænikәli/,"adv. 机械, 用机械, 机械学, 物理, 力学, 呆板, 无意识, 手工操作, 技工",r. in a mechanical manner; by a mechanism；r. in a machinelike manner; without feeling
mechanics,/mi'kæniks/,"n. 机械学, 结构, 力学；[化] 力学",n. the branch of physics concerned with the motion of bodies in a frame of reference
mechanism,/'mekәnizm/,"n. 机械, 机构, 结构, 机理, 技巧；[化] 机理; 历程; 机构",n. the atomic process that occurs during a chemical reaction；n. the technical aspects of doing something
medal,/'medl/,"n. 奖牌, 勋章；vt. 授勋予",n an award for winning a championship or commemorating some other event
media,/'mi:diә/,n. 媒体；[计] 媒质,n a means or instrumentality for storing or communicating information；n the surrounding environment
mediate,/'mi:dieit/,"a. 居间的, 间接的；vt. 斡旋, 调停；vi. 处于中间, 调解",v. occupy an intermediate or middle position or form a connecting link or stage between two others；a. acting through or dependent on an intervening agency
medical,/'medikl/,"n. 医生, 体格检查；a. 医学的, 内科的, 药的",a. relating to the study or practice of medicine；a. requiring or amenable to treatment by medicine especially as opposed to surgery
medieval,/.medi'i:vl/,"a. 中古的, 中世纪的",a. relating to or belonging to the Middle Ages；s. as if belonging to the Middle Ages; old-fashioned and unenlightened
meditate,/'mediteit/,"vt. 想, 考虑, 计划；vi. 沉思, 反省","v reflect deeply on a subject；v think intently and at length, as for spiritual purposes"
Mediterranean,/.meditә'reiniәn/,"n. 地中海, 地中海民族；a. 地中海的, 地中海民族的",n. the largest inland sea; between Europe and Africa and Asia；a. of or relating to or characteristic of or located near the Mediterranean Sea
medium,/'mi:diәm/,"n. 媒体, 方法, 媒介；a. 半生熟的, 中间的；[计] 媒体, 中",n. a means or instrumentality for storing or communicating information；n. the surrounding environment
melancholy,/'melәnkɒli/,"n. 忧郁, 悲哀, 愁思；a. 忧郁的, 使人悲伤的, 愁思的",n. a feeling of thoughtful sadness；n. a constitutional tendency to be gloomy and depressed
melody,/'melәdi/,"n. 曲子, 美妙音乐, 曲调",n. the perception of pleasant arrangements of musical notes
melon,/'melәn/,"n. 瓜, 甜瓜, 红利, 赃物；[化] 三聚二氰亚胺",n. any of numerous fruits of the gourd family having a hard rind and sweet juicy flesh；n. any of various fruit of cucurbitaceous vines including: muskmelons; watermelons; cantaloupes; cucumbers
melt,/melt/,"n. 熔化, 熔化物, 溶解；v. (使)熔化, (使)溶解, (使)消散, (使)变软","v. reduce or cause to be reduced from a solid to a liquid state, usually by heating；v. lose its distinct outline or shape; blend gradually"
membership,/'membәʃip/,"n. 会员的资格, 全体会员, 会员数目；[法] 会员资格, 成员资格, 会籍",n. the body of members of an organization or group；n. the state of being a member
memorial,/mi'mɒ:riәl/,"n. 纪念物, 请愿书；a. 记念的, 记忆的",n. a recognition of meritorious service；n. a written statement of facts submitted in conjunction with a petition to an authority
memory,/'memәri/,"n. 记忆, 记忆力, 回忆, 纪念, 存储；n. 内存；[计] 存储器, 内存, 查看内存实用程序",n. something that is remembered；n. the cognitive processes whereby past experience is remembered
menace,/'menis/,"n. 威胁, 胁迫；v. 威吓, 胁迫",n. something that is a source of danger；n. a threat or the act of threatening
mental,/'mentl/,"a. 心智的, 精神病的, 心理的, 颏的；n. 精神病患者",a. involving the mind or an intellectual process；a. of or relating to the mind
merchandise,/'mә:tʃәndaiz/,"n. 商品, 货物；v. 交易, 买卖",n. commodities offered for sale
merchant,/'mә:tʃәnt/,"n. 商人, 店主；a. 商业的, 商人的",n. a businessperson engaged in retail trade
merciful,/'mә:siful/,"a. 仁慈的, 慈悲的",a. showing or giving mercy；s. (used conventionally of royalty and high nobility) gracious
mercury,/'mә:kjuri/,"n. 水银, 汞, 使者；[化] 汞Hg",n. a heavy silvery toxic univalent and bivalent metallic element; the only metal that is liquid at ordinary temperatures；n. (Roman mythology) messenger of Jupiter and god of commerce; counterpart of G…
mercy,/'mә:si/,"n. 仁慈, 宽恕, 慈悲, 怜悯, 幸运；[法] 权宜处置权, 决定权, 宽恕",n. something for which to be thankful；n. alleviation of distress; showing great kindness toward the distressed
mere,/miә/,"n. 小湖, 池塘；a. 仅仅的, 只不过的",n. a small pond of standing water；s. being nothing more than specified
merely,/'miәli/,adv. 只,r. and nothing more
merge,/mә:dʒ/,"vt. 使合并, 使消失, 吞没；vi. 合并, 渐渐消失；[计] 合并",v become one；v mix together different elements
merit,/'merit/,"n. 优点, 功绩, 价值, 功过, 真相；vt. 值得；vi. 应受",n. any admirable quality or attribute
merry,/'meri/,"a. 快乐的, 愉快的, 嬉戏作乐的",s full of or showing high-spirited merriment；s offering fun and gaiety
mesh,/meʃ/,"n. 网孔, 网丝, 网眼, 网状物, 圈套, 陷阱, 啮合；vt. 以网捕捉, 啮合, 使缠住；vi. 落网, 相啮合",n. the number of openings per linear inch of a screen; measures size of particles；n. the act of interlocking or meshing
mess,/mes/,"n. 食堂, 伙食, 用膳, 一份食品, 混乱, 乱七八糟, 困境；vt. 将...弄糟, 妨碍, 使紊乱, 使就餐；vi. 陷入困境, 搞乱, 用膳",n. a state of confusion and disorderliness；n. soft semiliquid food
message,/'mesidʒ/,"n. 消息, 通讯, 讯息, 教训, 预言, 广告词；vt. 通知；vi. 通报, 报告, 报信；[计] 报文; 消息; 信息",n. a communication (usually brief) that is written or spoken or signaled；n. what a communication that is about something is about
messenger,/'mesindʒә/,"n. 报信者, 使者；[经] 使者, 送信者, 通信员",n. a person who carries a message
metabolic,/.metә'bɒlik/,"a. 变化的, 变形的, 新陈代谢的；[医] [新陈]代谢的",a. of or relating to metabolism；a. undergoing metamorphosis
metal,/'metәl/,"n. 金属, 金属制品, 合金, 本质, 质料；a. 金属制的；vt. 以金属覆盖",v. cover with metal
metallic,/mi'tælik/,"a. 金属的, 含金属的, 产生金属的；[经] 金属的",n. a fabric made of a yarn that is partly or entirely of metal；n. a yarn made partly or entirely of metal
metallurgy,/'metәlә:dʒi/,"n. 冶金学, 冶金术；[化] 冶金",n. the science and technology of metals
meteorite,/'mi:tiәrait/,n. 陨星；[化] 陨石; 陨铁,n. stony or metallic object that is the remains of a meteoroid that has reached the earth's surface
method,/'meθәd/,"n. 方法, 办法, 条理, 秩序；[医] [方]法","n. a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)"
metre,/'mi:tә/,"n. 公尺, 格律, 韵律；[医] 米, 公尺",n the basic unit of length adopted under the Systeme International d'Unites (approximately 1.094 yards)；n (prosody) the accent in a metrical foot of verse
metric,/'metrik/,"a. 公尺的, 公制的, 计量的；[医] 测量的, 米制的, 公制的",a. based on the meter as a standard of measurement
metropolitan,/.metrә'pɒlitn/,"n. 大都市居民, 都主教, 宗主国的公民；a. 大都市的, 都主教区的, 宗主国的",n. in the Eastern Orthodox Church this title is given to a position between bishop and patriarch; equivalent to archbishop in western Christianity；n. a person who lives in a metropolis
microcomputer,/.maikrәu'kɒmpjutә/,"n. 微电脑, 微机；[计] 微型计算机; 微计算机",n a small digital computer based on a microprocessor and designed to be used by one person at a time
microphone,/'maikrәfәun/,"n. 扩音器, 麦克风；[医] 扩音器, 传声器",n. device for converting sound waves into electrical energy
microprocessor,/.maikrәu'prәusesә/,n. 微处理器；[计] 微处理器; 微处理机,n. integrated circuit semiconductor chip that performs the bulk of the processing and controls the parts of a system
microscope,/'maikrәuskәup/,n. 显微镜；[化] 显微镜,n. magnifier of the image of small objects
microscopic,/maikrә'skɔpik/,"a. 显微镜的, 用显微镜可见的, 微观的, (非正式)极微小的, 细微的；[计] 微观的",a. of or relating to or used in microscopy；s. visible under a microscope; using a microscope
microwave,/'maikrәuweiv/,n. 微波；[计] 微波,"n. a short electromagnetic wave (longer than infrared but shorter than radio waves); used for radar and microwave ovens and for transmitting telephone, facsimile, video and data；n. kitchen appliance t…"
midday,/'middei/,"n. 正午, 中午；a. 正午的",n the middle of the day
midnight,/'midnait/,"n. 午夜, 子夜, 半夜；a. 午夜的, 半夜的",n. 12 o'clock at night; the middle of the night
midst,/midst/,n. 中间；prep. 在...中间,n. the location of something surrounded by other things
mighty,/'maiti/,"n. 有势力的人；a. 有势力的, 强大的, 有力的；adv. 很, 极",s. having or showing great strength or force or intensity；r. (Southern regional intensive) very; to a great degree
migrant,/'maigrәnt/,"n. 候鸟, 移居者；[法] 移居者",n. traveler who moves from one region or country to another；s. habitually moving from place to place especially in search of seasonal work
migrate,/'maigreit/,"vi. 移动, 移往, 随季节而移居；[计] 迁移程序",v. move from one country or region to another and settle there；v. move periodically or seasonally
mild,/maild/,"a. 温和的, 温柔的, 淡味的, 适度的, 轻微的, (肥皂等)软性的；[医] 轻的, 缓和的",a. moderate in type or degree or effect or force; far from extreme
mile,/mail/,"n. 英里, 很大距离；[机] 英里, 哩","n. a unit of length equal to 1,760 yards or 5,280 feet; exactly 1609.344 meters；n. a large distance"
militant,/'militәnt/,a. 好战的,n. a militant reformer；s. disposed to warfare or hard-line policies
military,/'militәri/,"n. 军队；a. 军事的, 军人的, 适于战争的",n. the military forces of a nation；a. of or relating to the study of the principles of warfare
milky,/'milki/,"a. 乳状的, 乳白色的, 柔和的",s. resembling milk in color not clear
mill,/mil/,"n. 压榨机, 磨坊, 制造厂；vt. 碾磨, 磨细, 搅拌, 使乱转；vi. 乱转, 被碾磨",n. Scottish philosopher who expounded Bentham's utilitarianism; father of John Stuart Mill (1773-1836)；n. English philosopher and economist remembered for his interpretations of empiricism and utilita…
millimetre,/'milimi:tә/,n. 毫米；[机] 公厘,n a metric unit of length equal to one thousandth of a meter
millionaire,/.miljә'nєә/,"n. 百万富翁, 大富豪；[经] 大资本家, 巨富, 百万富翁",n. a person whose material wealth is valued at more than a million dollars
miner,/'mainә/,"n. 矿工, 开矿机, 坑道工兵；[经] 矿工",n. laborer who works in a mine
mingle,/'miŋgl/,v. (使)混合,v. get involved or mixed-up with
miniature,/'miniәtʃә/,"n. 缩图, 小画像；a. 小规模的, 纤小的",n. painting or drawing included in a book (especially in illuminated medieval manuscripts)；n. a copy that reproduces a person or thing in greatly reduced size
minimal,/'miniml/,"a. 最小的, 极微的, 最小限度的；[医] 最小的, 最低的",a. the least possible
minimize,/'minimaiz/,vt. 将...减到最少；vt. 最小化；vi. 最小化；[计] 最小化,v. make small or insignificant；v. cause to seem less serious; play down
minimum,/'minimәm/,"a. 最小的, 最低的；n. 最小值；[计] 最小值",n. the smallest possible quantity；n. the point on a curve where the tangent changes from negative on the left to positive on the right
minister,/'ministә/,"n. 部长, 牧师, 公使；vi. 服侍, 救助, 主持宗教仪式",n. a person appointed to a high office in the government；n. a diplomat representing one government to another; ranks below ambassador
ministry,/'ministri/,"n. 部, 内阁, 服务；[经] 部",n. religious ministers collectively (especially Presbyterian)；n. building where the business of a government department is transacted
minor,/'mainә/,"n. 未成年人, 副修科目；a. 较小的, 二流的, 未成年的；vi. 副修；[计] 次要",a. of lesser importance or stature or rank；a. lesser in scope or effect
minority,/mai'nɒriti/,"n. 少数, 未成年, 少数民族；a. 少数的, 属于少数派的",n. a group of people who differ racially or politically from a larger group of which it is a part；n. being or relating to the smaller in number of two parts
mint,/mint/,"n. 薄荷, 造币厂, 巨额；vt. 铸造, 铸币, 制造",n. any north temperate plant of the genus Mentha with aromatic leaves and small mauve flowers；n. any member of the mint family of plants
minus,/'mainәs/,"n. 负号, 不足；a. 减的, 负的, 阴性的；prep. 减, 缺；[计] 负差",a. on the negative side or lower end of a scale；s. involving disadvantage or harm
miracle,/'mirәkl/,"n. 奇迹, 奇事",n. any amazing or wonderful occurrence；n. a marvellous event manifesting a supernatural act of a divine agent
mirror,/'mirә/,"n. 镜子, 写真, 典范；vt. 反映, 映出",n. polished surface that forms images by reflecting light；n. a faithful depiction or reflection
mischief,/'mistʃif/,"n. 损害, 伤害, 灾祸, 恶作剧, 淘气；[法] 损害, 伤害, 危害",n. reckless or malicious behavior that causes discomfort or annoyance in others
miser,/'maizә/,"n. 守财奴, 吝啬鬼, (石油工程上用的)锥钻头",n. a stingy hoarder of money and possessions (often living miserably)
miserable,/'mizәrәbl/,a. 悲惨的；痛苦的；卑鄙的,s. very unhappy; full of misery；s. characterized by physical misery
misery,/'mizәri/,"n. 痛苦, 悲惨, 不幸, 穷困",n. a state of ill-being due to affliction or misfortune；n. a feeling of intense unhappiness
misfortune,/mis'fɒ:tʃәn/,"n. 不幸, 灾祸, 坏运气；[法] 不幸事故, 不幸, 灾祸",n. unnecessary and unforeseen trouble resulting from an unfortunate event；n. an unfortunate state resulting from unfavorable outcomes
mislead,/mis'li:d/,vt. 误导,v. lead someone in the wrong direction or give someone wrong directions
missile,/'misail/,"n. 发射物, 导弹, 飞弹, 火箭；a. 可发射的",n. a rocket carrying a warhead of conventional or nuclear explosives; may be ballistic or directed by remote control
missing,/'misiŋ/,"a. 不见的, 缺少的；[法] 行踪不明的, 失踪的, 遗失的",s. not able to be found
mission,/'miʃәn/,"n. 任务, 代表团, 使命, 传教团；vt. 派遣, 向...传教",n. an organization of missionaries in a foreign land sent to carry on religious work；n. an operation that is assigned by a higher headquarters
missionary,/'miʃәnәri/,"n. 传教士, 负有任务者, 工作人员；a. 传教的, 传教士的",n. someone who attempts to convert others to a particular doctrine or program；n. someone sent on a mission--especially a religious or charitable mission to a foreign country
mist,/mist/,"n. 雾, 迷蒙, 朦胧不清；vt. 使模糊, 使蒙上雾；vi. 变模糊, 下雾",n. a thin fog with condensation near the ground；v. become covered with mist
Mister,/'mistә/,n. 先生,n. a form of address for a man
mistress,/'mistris/,"n. 主妇, 女主人, 情妇",n. an adulterous woman; a woman who has an ongoing extramarital sexual relationship with a man；n. a woman master who directs the work of others
misunderstand,/.misʌndә'stænd/,"vt. 误解, 误会",v interpret in the wrong way
mitten,/'mitn/,"n. 连指手套, 拳击手套",n. glove that encases the thumb separately and the other four fingers together
mixer,/'miksә/,"n. 混合者, 混合器, 搅拌机, 搅拌器, 混频器, (非正式)交际家, 与人相处的人；[计] 混频器, 音装置",n. club soda or fruit juice used to mix with alcohol；n. electronic equipment that mixes two or more input signals to give a single output signal
mixture,/'mikstʃә/,"n. 混合, 混淆, 混合物；[化] 混合物",n. (chemistry) a substance consisting of two or more substances mixed together (not in fixed proportions and not with chemical bonding)
moan,/mәun/,"n. 呻吟, 悲叹；vi. 呻吟, 抱怨, 悲叹；vt. 呻吟着说","n an utterance expressing pain or disapproval；v indicate pain, discomfort, or displeasure"
mob,/mɒb/,"n. 暴民, 民众, 暴徒；vt. 大举包围, 蜂拥进入, 围攻；vi. 聚众生事",n. a disorderly crowd of people
mobile,/'mәubil/,"a. 移动的, 易变的, 机动的；n. 活动物体",n. a river in southwestern Alabama; flows into Mobile Bay；n. a port in southwestern Alabama on Mobile Bay
mobility,/mәu'biliti/,"n. 可动性, 流动性, 机动性；[化] 迁移率",n. the quality of moving freely
mobilize,/'mәubilaiz/,"vt. 动员, 调动, 使流通；vi. 动员",v. make ready for action or use；v. get ready for war
mock,/mɒk/,"n. 嘲笑, 戏弄, 模仿；a. 假的, 伪造的, 模拟的；adv. 虚伪地；vt. 嘲弄, 模仿, 使失望, 欺骗, 挫败；vi. 嘲弄",n. the act of mocking or ridiculing；v. treat with contempt
mode,/mәud/,"n. 模态, 调式, 样式, 文体, 状态, 方式, 风尚；[计] 方式; DOS外部命令:设定各种设备命令",n. a particular functioning condition or arrangement；n. any of various fixed orders of the various diatonic notes within an octave
moderate,/'mɒdәrәt/,"a. 适度的, 稳健的, 中等的, 节制的；vt. 节制, 减轻, 使缓和；vi. 变缓和, 主持会议",v. preside over；v. make less fast or intense
moderately,/'mɒdәrәtli/,"adv. 适当地, 适度地, 中庸地",r. with moderation; in a moderate manner
modest,/'mɒdist/,"a. 谦逊的, 羞怯的, 端庄的, 适度的；[经] 适当的",a. marked by simplicity; having a humble opinion of yourself；s. not large but sufficient in size or amount
modesty,/'mɒdisti/,"n. 谦逊, 质朴, 羞怯",n. freedom from vanity or conceit；n. formality and propriety of manner
modification,/.mɒdifi'keiʃәn/,"n. 修正, 修饰, 修改；[化] 修饰; 修改",n. slightly modified copy; not an exact copy；n. the grammatical relation that exists when a word qualifies the meaning of the phrase
modify,/'mɒdifai/,"vt. 修正, 变更, 修饰, 缓和, 减轻；vi. 被修改；[计] 修改",v. make less severe or harsh or extreme；v. add a modifier to a constituent
modulate,/'mɒdjuleit/,"vt. 调整, 使转调, 控制；vi. 转调, 调制","v. change the key of, in music；v. adjust the pitch, tone, or volume of"
module,/'mɒdju:l/,"n. 组件, 模数；[计] 模块",n. detachable compartment of a spacecraft；n. computer circuit consisting of an assembly of electronic components (as of computer hardware)
moist,/mɒist/,"a. 潮湿的, 多雨的, 感伤的, 含泪的；[医] 湿的",s slightly wet
moisture,/'mɒistʃә/,"n. 湿气, 水分, 降雨；[化] 含水量; 含湿量",n. wetness caused by water
molecular,/mә'lekjulә/,"a. 分子的, 由分子组成的；[医] 分子的",a. relating to or produced by or consisting of molecules；a. relating to simple or elementary organization
molecule,/'mɒlikju:l/,"n. 分子, 些微；[化] 分子",n. (physics and chemistry) the simplest structural unit of an element or compound
momentary,/'mәumәntәri/,"a. 瞬间的, 刹那间的",s lasting for a markedly brief time
momentum,/mәu'mentәm/,"n. 动力, 动量；[化] 动量",n. an impelling force or strength；n. the product of a body's mass and its velocity
monarch,/'mɒnәk/,"n. 帝王, 统治者, 元首；[医] 单原型(植)",n. large migratory American butterfly having deep orange wings with black and white markings; the larvae feed on milkweed
monetary,/'mʌnitәri/,"a. 货币的, 金钱的；[经] 货币的, 金融的",a. relating to or involving money
monitor,/'mɒnitә/,"n. 监督器, 级长, 监听员, 班长, 监视器, 告诫物；v. 监视, 监听, 监督；[计] 监视器, 监视程序; 监视",n. an ironclad vessel built by Federal forces to do battle with the Merrimac；n. display produced by a device that takes signals and displays them on a television screen or a computer monitor
monk,/mʌŋk/,"n. 修道士, 僧侣, 和尚",n. a male religious living in a cloister and devoting himself to contemplation and prayer and work；n. United States jazz pianist who was one of the founders of the bebop style (1917-1982)
monopoly,/mә'nɒpәli/,"n. 垄断, 专卖权, 独占事业；[经] 垄断, 专利品, 垄断(权)独占",n. (economics) a market in which there are many buyers but only one seller；n. exclusive control or possession of something
monster,/'mɒnstә/,"n. 怪物, 恶人, 巨物；[医] 畸胎",n. an imaginary creature usually having various human and animal parts；n. a cruel wicked and inhuman person
monstrous,/'mɒnstrәs/,"a. 巨大的, 畸形的, 怪异的；[法] 巨大的, 异形的, 畸形的:荒诞的",s. abnormally large
monument,/'mɒnjumәnt/,"n. 纪念碑, 纪念物, 石碑",n. an important site that is marked and preserved as public property
mood,/mu:d/,"n. 心情, 气氛, 生气, 基调；[医] 心境",n. verb inflections that express how the action or state is conceived by the speaker
moor,/muә/,n.荒野；旷野；Moor: 摩尔人.；v.系住；停泊,n. one of the Muslim people of north Africa; of mixed Arab and Berber descent; converted to Islam in the 8th century; conqueror of Spain in the 8th century；n. open land usually with peaty soil covered…
mop,/mɒp/,"n. 拖把, 鬼脸；vt. 用拖把洗擦, 擦, 拭；vi. 做鬼脸；[计] 维护操作协议",n cleaning implement consisting of absorbent material fastened to a handle; for cleaning floors；v to wash or wipe with or as if with a mop
moral,/'mɒrәl/,"n. 道德, 品行, 寓意；a. 道德的, 品性端正的, 精神上的",n. the significance of a story or event；a. concerned with principles of right and wrong or conforming to standards of behavior and character based on those principles
morality,/mә'ræliti/,"n. 道德, 教训, 品行；[法] 道德, 道义",n. concern with the distinction between good and evil or right and wrong; right or good conduct
moreover,/mɒ:'әuvә/,"adv. 而且, 此外","r in addition; furthermore, their quality is improving""; moreover, mice nested there"""
mortal,/'mɒ:tәl/,"n. 生物, 人类；a. 不免一死的, 人类的, 临终的",a. subject to death；s. unrelenting and deadly
mortgage,/'mɒ:gidʒ/,"n. 抵押, 约束性义务, 抵押借款；vt. 抵押, 以...作担保, 把...许给",n. a conditional conveyance of property as security for the repayment of a loan；v. put up as security or collateral
Moslem,/'mɒzlәm/,"n. 穆斯林；a. 穆斯林的, 伊斯兰教的",n a believer in or follower of Islam；a of or relating to or supporting Islamism
mosque,/mɒsk/,n. 清真寺,n. (Islam) a Muslim place of worship that usually has a minaret
mosquito,/mә'ski:tәu/,n. 蚊子；[医] 蚊,n. two-winged insect whose female has a long proboscis to pierce the skin and suck the blood of humans and animals
