# 六级短语表 · 共 3398 条 · 每 50 条一个单元
# 短语来源：2ndLA/english-phrases · CET-6 短语表（CC BY-SA 4.0）；释义来源：ECDICT（MIT License）
单词,音标,中文释义,英文释义
in the bud,/ɪn ðə bʌd/,在萌芽阶段阻止某事物的发展,
in the circumstances,,既然这样,
in the context of,,在…情况下；在…背景下,
in the course of,,"在...期间；[法] 在...过程中, 在...期间",
in the cradle,,在婴儿时期,
in the distance,,在远处,
in the end,,"最后, 终于",
in the end of,,暂无释义，可打开词卡用有道查询,
in the event,,"结果, 如果；[法] 结果, 到头来",
in the event of,,如果...发生；[法] 如果...发生,
in the event that,/ɪn ði ɪˈvent ðæt/,如果：表示假设情况下的条件。,
in the extreme,,"非常, 极端",
in the face of,,面对,
in the first instance,,"首先, 起初；[法] 起初, 首先, 在初审时",
in the first place,,首先,
in the flesh,,"以肉体形式, 亲自",
in the future,,"未来, 将来, 往后",
in the habit of,,"有…的习惯,习惯于…",
in the interest of,,"为了, 为了...的利益",
in the interests of,,"[法] 为...利益起见, 为了",
in the interim,/ɪn ði ˈɪntərɪm/,在此期间，同时：指在两个事件或时间段之间的一段时间。,
in the interim out of tune,,暂无释义，可打开词卡用有道查询,
in the interim out of tune with,,暂无释义，可打开词卡用有道查询,
in the light of,,"由于, 当作；[法] 根据, 按照",
in the long run,,"长远, 最后",
in the main,,大体上,
in the middle of,,"在...当中, 在...的中途, 在...中央",
in the midst of,,在...之中,
in the mood for,,"有…的兴致,想做…",
in the name of,,"以...的名义；[法] 假借...名义, 以...的名义, 代表...",
in the neighborhood of,,"在...附近, 大约",
in the open,,在野外,
in the proximity of,,"在…附近,与…毗邻",
in the raw,,"处于自然状态, 不完善, 裸体",
in the red,,"[经] 赤字, 亏损",
in the region of,,在...的附近,
in the right,,站在正义的一边,
in the same vein,,以同样的口气,
in the short run,,从短期看,
in the vicinity,/ɪn ðə vəˈsɪnəti/,大约，附近：表示在某个地方或某个事物附近，或者表示一个数量或数值大约是多少。,
in the vicinity of,,在邻近；[法] 在...附近,
in the wake of,,"尾随, 紧跟, 仿效",
in the way,,挡道,
in the wind,,"将要发生, 在进行；[法] 谣传",
in the wings,,"在后方, 在附近, 在舞台两侧",
in the world,,在世界上,
in the wrong,,"错了,有过错,亏理",
in time,,"及时；[法] 如期, 按期, 及时",
in token of,,"作为...的标志, 作为...的象征",
in total,,"总共, 总计；[经] 合计, 全部",
in touch,,"在能接触到之处, 能达到的, 在...的附近",
in touch with,,与…保持联络,
in tow,,"拖着, 在一起",
in transit,,在运输中；[经] 在运输中,
in transition,/ɪn trænˈzɪʃn/,正在经历变化：指正在经历变化的状态。,
in trouble,,"处于不幸中, 在监禁中",
in truth,,"事实上, 的确",
in tune,,合调子,
in tune with,,和…合调,
in turn,,"依次, 轮流",
in use,,"在使用着, 在应用",
in vain,,"徒然；[法] 徒然, 无效",
in view of,,"考虑到, 由于；[法] 鉴于",
in vogue,,[经] 正在流行,
incapable of,,无法做到的：没有能力或才能去完成某事的状态。,
incompatible with,/ˌɪnkəmˈpætəbl wɪð/,与……不兼容：指两个或多个事物之间存在着无法协调的矛盾或冲突，无法同时存在或合作。,
incorporate in,,将……纳入，将……合并入，将……包含在内：指将某事物纳入、合并或包含到另一个事物中。,
incorporate into,,v. 把…并入，把…纳入，使…成为…的一部分,
incorporate with,,"混合, 合并",
indifferent to,/ɪnˈdɪfrənt tu/,对……漠不关心：对某事或某人没有兴趣或关注，不在乎或不重视。,
indulge in,,沉湎于,
inferior by comparison,,相形见绌的,
inferior to,,次于，劣于; 不如; 不及,
inflict on,,强加于：把痛苦、损害、打击、负担等令人不快或有害的事物强加给某人或某事物，使其遭受痛苦或不良影响。,
inflict sth. on sb.,,"使遭受, 使承受, 把不需要/不愉快的事物强加于某人",
inflict sth. upon sb.,,"使遭受, 使承受, 把不需要/不愉快的事物强加于某人",
influence on,,对……的影响,
inform against sb.,,"告发, 告密, 检举",
inform of,,将…告知（某人）,
inform on sb.,,"告发, 告密, 检举",
inform sb. of sth.,,"告知某人某事,让某人了解某事",
inhibit sb. from doing sth.,,禁止(某人)(做)...,
inject sb. with,,暂无释义，可打开词卡用有道查询,
inject sth. into sb.,,暂无释义，可打开词卡用有道查询,
inquire after,,问候,
inquire into,,调查...,
inquiry into,,对…的调查：对某个问题、事件或对象进行深入研究和了解的过程。,
inside facts,,内幕；秘密,
inside out,,"彻底地, 里面翻到外面；[化] 膜内侧翻外",
insight into,/ˈɪnsaɪt ˈɪntə/,深入了解：对某个事物或情况有深入的理解和洞察力。,
insist on,,"坚持, 坚决要求",
insist upon,,"坚持(做)..., 坚决要求(做)...",
inspire sb. with sth.,,在某人心中激起某种感情,
inspire sth. into sb.,,向某人灌输某种思想,
instead of,,代替,
instruct sb. in sth.,,教导某人某事：指导或教育某人关于某个主题或技能的过程。,
insurance against,,对……的保险：指为了防范或弥补某种风险或损失而购买的保险。,
int one's way,,暂无释义，可打开词卡用有道查询,
intent on,,抱定决心要实行; 热衷于,
intent upon,,专心致志的；全神贯注的,
interfere in,,"干预,干涉,介入",
interfere in one's private affairs,,暂无释义，可打开词卡用有道查询,
interfere with,,"干涉,干扰,妨碍",
interpret for,,为……做口译：为某人或某场合提供口头翻译服务，帮助不同语言的人们进行沟通。,
intervene between,,"介入,调停,排解",
intervene in,,"插手,干预,调停",
introduce the budget,,提出预算案，向议会提出预算,
introduce to,,把（某人或某事物）介绍或引荐给（某人、听众等）；使（某人）初次接触、了解或体验（某事物）；把（新产品、技术、做法等）首次引入、投放或应用到（某地、某领域）,
invest in,,"投资于, 买进",
iron out,,"烫平, 消除",
irrespective of,,"不顾,不论,不分,不考虑",
jet lag,,"n. 飞行时差反应, 时差感",
jog sb.s memory,,暂无释义，可打开词卡用有道查询,
join hands,,"会战,合作,联合行动",
join in,,"参加, 加入",
join up,,"参军, 联合起来",
join up with,,联合：与另一家公司、个人或团体联合起来，共同做某事或组成一家公司、团体等。,
jump a queue,/dʒʌmp ə kjuː/,插队：违反排队规则，跳过其他人直接加入队伍。,
jump the queue,,"插队, 获得优惠待遇",
just about,,"几乎, 正是",
just as well,,"幸好, 无妨",
just now,,刚刚,
keen on,,热衷于有兴趣的,
keep a secret,,保守秘密,
keep abreast of,,保持与...并列,
keep an eye on,,"照看, 密切注视",
keep at,,"坚持, 纠缠",
keep at a distance,/kiːp æt ə ˈdɪstəns/,保持距离：保持与某人或某物的距离，避免接近或接触。,
keep away from,,"离开,避开,不接近,戒除…",
keep back,,"落在后面, 阻止, 隐瞒, 留下",
keep clear,,（常与 of 连用）避开，远离，保持距离：不靠近某人、某物或某个区域，以确保安全或不妨碍通行。,
keep down,,"卧下, 镇压, 控制, 缩减, 保留",
keep from,,"阻止, 隐瞒, 抑制",
keep house,,当家,
keep in contact,,保持联络,
keep in mind,,"记住..., 想着...",
keep in touch,,保持联络,
keep off,,"让开, 不接近",
keep on,,"继续, 穿着...不脱",
keep one's eyes open,,"注意, 留心",
keep one's fingers crossed,,希望一切顺利，表示支持,
keep one's head,,保持冷静,
keep one's own counsel,,不宣布自己的观点,
keep one's promise,,遵守诺言：履行承诺或守信用，不违背自己的承诺。,
keep pace,,"并列：与其他人并驾齐驱, 如在比赛中",
keep pace with,,并驾齐驱,
keep sb. company,,"陪伴某人, 陪某人同走",
keep to,,"坚持,保持;固守",
keep track of,,了解,
keep up,,"不低落, 维持, 继续；[经] 坚持, 保持, 继续",
keep up with,,"跟上；[法] 追上, 跟上, 赶得上",
keep…under close observation,,暂无释义，可打开词卡用有道查询,
keep…under observation,,观察：对某人或某物进行持续的监视和观察，以便及时发现任何变化或异常情况。,
key in,,键入；[计] 键入,
key to,/kiː tu/,适合于，与……相适应：使某物适合于特定的使用或人群类型。；与……密切相关，与……相一致：以与其他事物密切相关的方式改变某物。,
kick in,,向里踢进去; 踢坏; <非正>缴付,
kick off,,"踢脱, 中线开球",
kick out,,把球踢出界,
kick up,,踢起；[经] 提高汽油辛烷值,
kill two birds with one stone,,一箭双雕;一石二鸟,
kind of,,"<口>稍微, 有点儿, 有几分",
knock about,,玩; 漫游; 接连打击; 活着,
knock around,,v. （非正式）（英式亦作 knock about）闲逛，漫游；与……待在一起，与某人一起度过时间；考虑或讨论（某事，如想法、计划等）；痛打，多次击打或粗暴对待某人；散落在某处，闲置在某处,
knock down,,"击倒, 拆卸, 拍卖出；[经] 拍板成交",
knock off,,"敲掉, 击倒；[经] 成交, 停工, 中断",
knock on,,敲击; <非正>（使）增加; 不停地工作; 取消,
knock out,,"敲空, 击倒, 打破, 使筋疲力竭；[经] 拍卖时勾结用廉价买得, 联合拍卖货",
knock over,,"打翻, 搜查, 吃掉",
know better,,"很懂得,很明白",
know better than,,不至于蠢到…,
knuckle under,,屈服,
labor intensity,,劳动强度：指工作过程中所需的体力和脑力的程度和强度。,
lack of,,缺乏,
lack originality,,缺乏创意,
lag behind,,落后(于...),
lap up,,"舔食, 贪婪地吃",
lash out at,,"痛打,狠揍;痛斥,攻击",
later on,,稍后,
laugh at,,"嘲笑, 漠视, 因...发笑",
laugh off,,用笑摆脱,
launch a new enterprise,,创办新企业：开始一个新的商业项目或组织，通常涉及到筹集资金、招聘员工和制定商业计划。,
launch an artificial satellite,,发射人造卫星,
launch an attack,/lɔːntʃ ən əˈtæk/,发动攻击：指开始进攻或发起攻击。,
launch into,,"开始,着手,投入;大谈特谈,侈谈,大发",
launch out,,"下水, 开始新的事情, 大肆挥霍, 详述",
launch out into,,"开始认真, 着手进行",
lay aside,,"搁置, 积蓄",
lay claim to,,"要求, 坚持对...的所有权, 自以为",
lay down,,"放下；[法] 规定, 制定, 立法",
lay off,,"把(衣服等)放在一边, 解雇, 停止工作, 休息, 划出；[机] 停工, 下料",
lay on,,"涂抹, 猛攻, 加...于人；[经] 抽, 征(税等)",
lay out,,"摆开, 展示, 布置, 安排, 投资；[经] 花钱, 投资, 布局",
lay over,,"覆盖, 胜过, 使延期",
lay up,,"贮存, 搁置, 卧床；[经] 贮存, 储蓄, 暂停使用",
lead to,,"导致, 通向",
lead up to,,"带到, 导致, 作为...的准备",
leaf through,,"翻书页, 翻阅",
lean on,,靠着,
learn about,,"学习,听说,得悉,了解",
learn of,,"听说..., 获悉...",
lease sth. from sb.,,暂无释义，可打开词卡用有道查询,
lease sth. to sb.,,将某物出租给某人：指将某物所有权暂时转让给他人，以获得租金。,
least of all,,最不,
leave alone,,"让独自呆着, 不打扰",
leave behind,,"不带, 留下, 遗留, 超过",
leave off,,"停止, 不再穿",
leave office,,辞职,
leave out,,"省去, 遗漏, 不考虑",
leave sb. alone,,不要打扰某人：不去干扰、改变或触碰某人。,
leave sb. to his own devices,,"让某人放手处理,让某人自作主张",
leave to one's option,,暂无释义，可打开词卡用有道查询,
lend itself to,,有助于,
lend sb. a hand,,帮助某人：指提供帮助或支持给某人。,
let alone,,不管,
let along,,暂无释义，可打开词卡用有道查询,
let an opportunity slip,,错过机会,
let down,,"放下, 使失望, 使屈辱, 松劲, 减速下降；[机] 放下, 排出",
let go,,"放开, 释放, 发射",
let go of,,"释放, 放开",
let in,,"放进, 招致, 嵌入",
let off,,"放出, 饶恕；[机] 放出",
let out,,"放掉, 泄露, 放大, 出租；[经] 出租",
let slip,,"放走, 无意中吐露, 错过",
let up,,"减小, 停止",
level off,,"平整, 变平, 稳定",
level out,,"把...弄平, 整平, 持平, 达到平衡, 稳定, (飞机)水平飞行",
liable to,/ˈlaɪəbl tu/,有可能，容易，倾向于；（法律）应受…的，须缴…的，受…约束的,
liable to do,,有可能做某事：表示某人或某事物有可能会做某事或发生某事。,
lie behind,/laɪ bɪˈhaɪnd/,是……的原因：指某事物的原因或动机。,
lie down,,躺下,
lie in,,"在于..., 分娩, 睡懒觉",
light on,,"飞临,栖息于;偶然碰见,无意中发现",
light up,,"开始吸烟, 发亮, 露喜色；[机] 点火",
like a shot,,"飞快地, 立刻",
like crazy,,"发狂似地, 发疯似的, 拼命地",
like hell,,拼命地,
like mad,,疯狂地,
line up,,"整队, 排列起",
linger on,,"停留,存留,逗留,拖延",
linger over one's work,,暂无释义，可打开词卡用有道查询,
link up,,"（使）连接, （使）结合, （使）合并; 贯通; 连贯; 沟通",
listen to,,听,
little by little,,渐渐,
live a lie,,做人虚伪,
live a miserable life,,过着悲惨的生活：指生活在痛苦、不幸或困苦的状态下。,
live in exile,/lɪv ɪn ˈeksaɪl; lɪv ɪn ˈeɡzaɪl/,流亡异乡,
live in misery,,受苦受难：指在极度痛苦、困苦的状态下生活。,
live off,,"以...为食料, 靠...生活",
live on,,"继续生活, 以...为主食, 靠...生活",
live out,,"活过(某一段时间), 住在外面",
live through,,"度过, 经受过",
live up to,,"实践, 做到",
live with,,与…一起生活; 与（异性）同居; 学会去适应; 接受并忍受,
lock in,,将…锁[包围]在里面; 使固定,
lock up,,锁上,
log in,,[计] 注册,
log out,,[计] 注销,
long for,,渴望,
look after,,"目送, 照顾, 关心",
look ahead,,"向前看, 着眼未来",
look around,,四下观望; （作出选择前）进行调查; 骋目四顾; 四顾,
look as,/lʊk æz/,视为：将某人或某物视为某种身份或属性。,
look at,,"看, 考虑, 着眼于",
look back,,"回顾, 三心二意；[经] 银行对过去贷款的审查",
look back on,,"回头看,回顾,追忆",
look down on,,"轻视, 看不起",
look down upon,,蔑视，瞧不起; 鄙夷; 看轻; 掩鼻而过,
look for,,"寻找, 期待",
look forward to,,"期望, 盼望; 瞩望; 属望; 企",
look in,,看望；[计] 搜索,
look into,,"窥视, 浏览, 观察；[法] 调查",
look like,,看起来与（某人或某物）相像[相似]; 很可能出现[引起]（某事、做某事）; 伣; 似,
look on,,"观看, 旁观, 看待",
look out,,"面朝, 留神, 找出",
look out for,,"当心…,留神…,提防…",
look over,,"从...上面看, 察看, 检查, 原谅",
look over one's shoulder,,提心吊胆：担心或思考可能发生不好的事情，有人会试图造成伤害等。,
look round,,"环顾, 观光, (事先)进行全面考虑",
look sth. up,,"查寻, 查检, 查找...",
look through,,"看穿, 审核, 浏览, 透过...看去, 从...中显露",
look to,,"照看, 注意, 指望",
look up,,"向上看, 尊敬, 仰望, 好转, 查寻, 拜访；[计] 查阅",
look up to,,"抬头看（某人或某物）, 尊重[敬仰]（某人）; 企慕; 瞧得起; 仰慕",
look upon,,"看作, 显得不错; 看待",
lose faith in,,不再信任,
lose heart,,丧失勇气,
lose one's head,,"被砍头, 不知所措",
lose one's temper,,发脾气,
lose oneself in,,"在…中迷路了;对…入迷,专注于…",
lose popularity,,失去流行：指某物或某人逐渐不再受欢迎或流行。,
lose sight of,,"不再看见, 忽略, 忘记",
lose track of,,失去线索,
lots of,,"许多的..., 大量的...",
maintain one's family,,供养家庭,
maintain oneself,,"自立,坚持己见",
major in,,"主修, 专攻",
make a claim for,,要求赔偿：提出对某事物的所有权或权利的要求，通常是要求赔偿或赔款。,
make a claim for damages,,要求赔偿损害,
make a conclusion,/meɪk ə kənˈkluːʒn/,得出结论：在分析和评估一定数量的信息后，形成一个最终的观点或判断。,
make a confession,,"招供, 坦白",
make a difference,,"有区别,有很大关系",
make a donation,,捐赠：为了帮助一个人、一个事业等而给予某物；做出贡献。,
make a fool of,,"使…成为笑柄,愚弄,欺骗",
make a fortune,,"发财,致富",
make a fuss of,,"使倍受注目,对…过分体贴",
make a fuss over,,过分关注某人：给某人过多的关注和优待。,
make a good appearance,,显得一表人材：指在外貌、仪态等方面给人留下良好印象，显得有才华、有能力。,
make a mock of sb.,,嘲弄某人,
make a mock of sth.,,暂无释义，可打开词卡用有道查询,
make a plea for,,恳求，请求：为某事或某人提出恳求或请求。,
make a pledge,/meɪk ə pledʒ/,许下承诺：表示正式承诺或保证做某事。,
make a point of,,"强调,重视,特意…,认为有必要…,坚持要…,决心做…",
make a promise,,允许,
make a proposal,,"提建议,求婚",
make a proposal of marriage,,求婚,
make a resolution,/meɪk ə ˌrezəˈluːʃn/,下决心：表示决定做某事或改变某种行为的决心。通常在新年时制定。,
make a salute,,行礼：向上级或者国旗等表示敬意的动作。,
make a thing of,,"认为…不得了,对…小题大作",
make a thing out of,,暂无释义，可打开词卡用有道查询,
make a visit to,/meɪk ə ˈvɪzɪt tu/,参观：前往某地或某人的地方以进行访问或观光。,
make allowance for,,"体谅, 估及, 为...留余地",
make allowances for,,"[法] 体谅, 顾及",
make an appearance,,"露面,出席,到场",
make an estimate of,,估计...,
make an example of,,惩罚某人以警示他人：作为警示其他人不要做同样事情的方式，对（犯了错误的人）进行惩罚。,
make an exhibition of oneself,,当众出丑,
make an expedition to,,到…去考查,
make believe,,"假装；[法] 假装, 佯为借口, 托词",
make comments on sth.,,暂无释义，可打开词卡用有道查询,
make compensation for one's losses,,暂无释义，可打开词卡用有道查询,
make drastic change,,做彻底的改变,
make for,,"走向, 有利于, 倾向于",
make friends,,交朋友,
make friends with,,与...交友,
make fun of,,取笑,
make game of,,"嘲弄, 捉弄",
make history,,做出永垂史册的事情,
make inquiries of sb. about sth.,,暂无释义，可打开词卡用有道查询,
make into,,"把...制成..., 使转变为",
make it,,"及时抵达, 做成",
make mention of,,提到,
make no bones about,,"对...毫不犹豫；[法] 不加挑剔, 毫无顾忌",
make of,,"用...制造, 了解, 对待",
make off,,离开,
make off with,,带...而逃；[法] 偷,
make one's option,,进行选择；[法] 进行选举,
make one's way,,"前进, 行进, 成功, 发迹",
make out,,"书写, 填写, 拼凑, 说明, 理解, 辨认出, 设法应付, 进展；[法] 开出, 写出, 看出",
make peace,,讲和,
make provision for,,[法] 为...采取措施,
make reference to,,"提及,提到,涉及…",
make sb.s hair stand on end,,暂无释义，可打开词卡用有道查询,
make sense,,有意义,
make sure,,确定,
make the best of,,充分利用,
make the grade,,"成功, 爬上陡坡",
make the most of,,尽量利用,
make up,,"弥补, 赔偿, 配制, 包装, 编辑, 虚构, 缝制, 组成, 和解, 结算, 整理, 化装；[经] 弥补, 赔偿, 内部运装",
make up for,,"补偿,弥补",
make up one's mind,,"下决心, 接受, 承认",
make use of,,使用,
make way,,前进,
many a,,许多,
map out,,制订,
mark down,,"记下, 标低价格；[法] 减价",
mark off,,划分出,
mark up,,"把...标出, 标高价格；[经] 涨价, 赊帐, 提高标价",
marshal arguments,,整理论据,
marshal soldiers,,集结兵力,
marvel at,,对...惊奇,
mass observation,,[计] 大量观察；[经] 大量观察,
match against,/mætʃ əˈɡenst/,比赛或竞争：将一支球队或一名选手与另一支球队或选手进行比赛或竞争。,
match with,,"与…相配,与…相称,可与…匹敌",
may as well,,"还是...好, 还不如, 不妨",
mean business,,当真,
measure up,,合格,
meet with,,"偶遇, 遭受",
menaced with,,用……威胁：表示用某种方式或物品对他人进行威胁。,
mend one's ways,,改过；[法] 悔改,
merits and faults,,功绩与过错,
mess about,,"浪费时间, 荡来荡去, 闲逛, 混日子, 行动笨拙, 说话罗嗦",
mess around,,浪费时间,
mess up,,"搞糟, 陷入困境, 粗暴地处理",
mess with,,"胡乱摆弄,糟蹋,与…厮混;和…一道用膳",
minor in,,辅修：在主修学科之外选择（指定的）第二学科。,
miss out,,"省掉, 遗漏, 漏述",
mistake for,,错认,
mix up,,"混淆, 调和",
mock at sb.,,暂无释义，可打开词卡用有道查询,
mock at sth.,,暂无释义，可打开词卡用有道查询,
monopoly bureau,,[经] 专卖局,
monopoly of sales,,"[经] 包销, 垄断专卖",
monopoly right,,专利权，专卖权,
mop up,,"作扫尾工作, 擦, 抹, 痛击, 吃完",
more and more,,越来越多,
more often than not,,"多半, 通常",
more or less,,或多或少,
move about,,"走来走去, 经常搬家",
move around,,走来走去,
move away,,离开; 搬到别处去住; 改变（见解）; 挪开,
move in on,,"潜近..., 企图夺取(某物), 企图从(某人)处夺取东西",
move on,,继续前进,
move up,,"向前移动, 上升；[计] 向上移",
mow down,,摧毁,
much as,,"虽然, 尽管",
much less,,更不,
nail down,,"用钉钉住, 明确；[法] 束缚, 确定, 使成定案",
neglect one's duties,,玩忽职守,
neglect one's meals and sleep,,废寝忘食,
neither here nor there,,"不中肯, 与题目不相干, 不重要, 与...无关的",
neither nor,,conj. 既不……也不……,
never mind,,"没关系, 不用担心",
news bulletin,,"新闻广播,新闻简报",
next to,,几乎,
night and day,,夜以继日,
no doubt,,无疑地,
no end,,非常,
no less than,,正如,
no longer,,不再,
no matter how,,不管如何,
no matter what,,无论如何，不管怎样,
no matter when,,不管何时...,
no matter where,,不管哪里...,
no matter whether…or,,暂无释义，可打开词卡用有道查询,
no matter which,,无论哪一个,
no matter who,,不管谁...,
no more than,,至多,
no other than,,"只有, 正是",
no sooner than,,一...就,
no way,,"无论如何也不,决不",
no wonder,,不足为奇的,
nominal chairman,,暂无释义，可打开词卡用有道查询,
none but,,只有,
none other than,,"不是别人而正是..., 不是他物而正是...",
none too,,不很,
nose about,,"打听,探听,刺探",
nose around,,窥探，打探：以通常安静或秘密的方式搜索某物（如私人或隐藏的信息）。,
nose out,,比...略胜一筹,
nose out of joint,,鼻子歪了：形容一个人因为受到冷落、忽视或受到侮辱而感到不高兴或生气。,
nose round,,暂无释义，可打开词卡用有道查询,
not any more than,,"不过..., 仅仅..., 同...一样不, 不超过..., 只是...",
not at all,,一点也不,
not have a leg to stand on,,（论点等）站不住脚；对行为无合理的解释等,
not in the least,,一点不怕,
not only but,,暂无释义，可打开词卡用有道查询,
not only but also,,不但...而且,
not so much as,,连…都不肯，甚至不，甚至于没有,
not to be sneezed at,,"不可轻视, 值得考虑",
not to mention,,不必提及,
nothing but,,只,
nothing else than,,"除了...以外什么也不, 仅仅..., 只有..., 只不过...",
nothing more than,,不过是...,
now and again,,时而,
now and then,,偶尔,
now that,,"既然..., 由于...",
nowhere near,,离...很近,
object to,,"反对,不赞成",
objection to,/əbˈdʒekʃn tu/,反对：对某事物或某种观点表示不同意或不满的态度或意见。,
observe sb. do sth.,,暂无释义，可打开词卡用有道查询,
occur to,,v. （主意、想法、事实等）被想到；使（某人）想起或意识到,
odds and ends,,零星东西,
of a kind,,"同一类的, 蹩脚的",
of a sort,,"同一类的, 较差的",
of course,,当然,
of necessity,,不得不做某事,
of no account,,不重要的,
of no avail,,"无用,无效,徒劳无益",
of one's own accord,,自愿地,
of sort,,不怎么样的,
of sorts,,各种各样的,
of the essence,,"绝对需要的, 不可缺少的, 极重要的",
off and on,,断断续续地,
off balance,,"冷不防,毫无准备地",
off duty,,下班的,
off guard,,"丧失警惕, 不提防",
off one's guard,,"不提防, 不警惕",
off the air,,停止广播,
off the cuff,,"即兴地, 非正式地",
off the hook,,未挂上; 摆脱困境,
off the record,,"非正式地, 不可引用地；[法] 不公开的, 非正式的",
offer a bribe,,行贿,
offer proposals for,,暂无释义，可打开词卡用有道查询,
offer proposals of,,暂无释义，可打开词卡用有道查询,
offer sth. as a guarantee,,暂无释义，可打开词卡用有道查询,
on a budget,,在预算范围内：在有限的资金预算下进行活动或购买。,
on a diet,,"按规定进食,进规定的饮食",
on a large,,暂无释义，可打开词卡用有道查询,
on a…scale,,按照一定的标准或范围：指根据特定的标准或范围进行评估或衡量。,
on account of,,由于,
on all account,,无论如何,
on an average,,"作为平均数, 通常",
on and off,,"断断续续, 有时",
on and on,,继续不停地,
on any account,,无论如何，不管怎样：表示无论发生什么情况都不允许或不愿意做某事。,
on approval,,"商品供试用的, 包退包换的；[经] (商品)供试用, 包退包换",
on average,,平均起来,
on behalf of,,代表...；[经] 代表,
on board,,"在船/车/飞机上, 在公共交通车辆上；[经] 已装船",
on business,,因公,
on condition,,只有在满足某种条件时才发生或进行，即以……为条件（常后接 that 从句，表示“只要……”）,
on condition that,,如果,
on cue,,恰好在预期或恰当的时刻出现或发生,
on demand,,"[经] 见票即付, 即期",
on duty,,"值班, 上班；[化] 值班",
on earth,,"在世上, 究竟",
on edge,,"竖着, 紧张, 急切",
on end,,"竖着, 连续地",
on file,,"存档；[法] 存档, 归档",
on fire,,"起火, 非常激动",
on foot,,"步行, 在进行中",
on grounds of,,"以...为理由, 以...为借口, 根据...",
on guard,,"在岗, 警惕",
on hand,,"在手头, 即将发生, 待处理, 在场；[化] 有现货的",
on impulse,,冲动地，凭一时冲动，未经事先考虑地,
on instinct,,凭本能：根据本能或直觉行事，而非经过深思熟虑。,
on line,,"[经] (与主机)联机, 在线, 机内",
on loan,,"出借,借出,供出借",
on mortgage,,[经] (拿房屋等)抵押,
on no account,,决不,
on oath,,"发誓, 在誓言的约束下；[法] 发誓",
on occasion,,有时,
on occasions,,"间或, 有时",
on one hand,,一方面,
on one's conscience,,内疚的；使人感到内疚的,
on one's guard,,警惕,
on one's honor,,以某人的名誉为证：表示某人承诺会做某事。,
on one's oath,,暂无释义，可打开词卡用有道查询,
on one's own,,"独自地, 独立地, 主动地",
on order,,已定(购)而尚未交货的；[经] 已定购而未交货,
on our guard,,暂无释义，可打开词卡用有道查询,
on paper,,"以书面形式, 在名义上",
on penalty of,,违者将受…处罚,
on purpose,,故意做某事,
on receipt of,,在收到…后,
on record,,"记录在案, 在历史记录中；[法] 在案",
on sale,,"廉售的, 拍卖的",
on schedule,,按时；[化] 按计划,
on short notice,,一俟通知(马上就...),
on sight,,"一见, 一见就",
on that score,,在那点上,
on the air,,"在广播, 在电视中",
on the alert,,"警惕着, 防备着；[法] 戒备, 留意",
on the analogy of,,根据...类推,
on the average,,平均而言; 一般来说; 通常; 平均来讲,
on the behalf of,,代表：代表某人或某组织行事或发言。,
on the blink,,"奄奄一息,濒于死亡;坏了,失灵",
on the brink of,,"在…边缘,濒于,接近,几乎,差点",
on the button,,"击中下颔, 准确, 确切, 准时",
on the confines of,,在……的边缘：指在某个区域或范围的边界或临界点。,
on the contrary,,"正相反；[法] 正相反, 相反地",
on the edge of,,"濒于, 几乎, 在边缘",
on the fence,,"抱观望态度, 保持中立",
on the go,,"活跃, 忙个不停",
on the grounds of,,基于，由于：基于某种理由或原因而做出某种决定或行动。,
on the horizon,,在地平线上,
on the hour,,准点地,
on the house,,"由店家出钱, 由酒馆老板付钱, 免费地",
on the increase,,正在增长,
on the job,,"工作着, 警惕着",
on the lookout,,持续警觉，专注于寻找某物或某人,
on the move,,"在活动中, 在发展, 活跃",
on the occasion of,,值此...之际,
on the one hand,,在一方面,
on the other hand,,另一方面,
on the part of,,"就...而言, 在...一边, 由...表现出来的, 由...所经历的, 由...所作出的；[法] 就...而言",
on the plea of,,以…为借口；借口,
on the point of,,正要...的时候,
on the quiet,,暗暗地做某事,
on the record,,正式记录：指信息或言论被正式记录下来，可以公开引用或归属。,
on the road to,,朝着某事物的方向前进，有望实现某事物,
on the run,,"跑着, 逃跑, 急急忙忙, 奔走, 被通辑着；[法] 在逃",
on the shelf,,"被搁置的, 束之高阁, 被废弃的, 推迟执行, 被辞退的, 无结婚希望, 死了的",
on the side,,"作为兼职, 另外",
on the sky,,暂无释义，可打开词卡用有道查询,
on the sly,,秘密地做某事,
on the sneak,,"偷偷地, 秘密地",
on the spot,,"当场, 立即, 在危险中, 处境尴尬；[经] 在现场, 当场, 立即",
on the spur of the moment,,凭一时冲动; 日不移晷,
on the strength of,,"依赖..., 凭借..., 在...的鼓励下",
on the table,,"在桌面上, 公开地, 被提交讨论的",
on the threshold of,,在……的门槛上：在一个新的重要时期或发展的开始。,
on the trot,,一个接一个,
on the verge of,,"接近于, 濒临于",
on the watch,,"警惕,提防,留神",
on the watch for,,密切关注：定期检查是否有人到达或是否出现或发生了某事。；寻找：不断寻找好的交易或机会。,
on the whole,,"大体上, 基本上",
on thin ice,,如履薄冰,
on time,,"准时；[法] 准时, 按时, 按时付款",
on top,,"在上面, 成功, 领先, 另外",
on top of,,"熟练掌握, 在...之上, 完全控制着, 另外, 紧接着",
on tow,,被拖着：用于描述一辆车辆、船只等被另一辆车辆、船只拖动的情况。,
once again,,再一次,
