# 考研单词表 · 共 4801 词 · 每 50 词一个单元
# 释义来源：ECDICT（MIT License）https://github.com/skywind3000/ECDICT
单词,音标,中文释义,英文释义
manoeuvre,/mә'nu:vә/,"n. 调遣, 演习, 策略；vi. 调动, 演习, 用策略；vt. 调动, 操纵",n a plan for attaining a particular goal；n a military training exercise
manual,/'mænjuәl/,"n. 手册, 指南；a. 手的, 手动的, 手工的, 体力的；[计] 人工的, 手动的",n. a small handbook；a. of or relating to the hands
manufacture,/.mænju'fæktʃә/,"n. 产品, 制造；vt. 制造, 假造；vi. 制造","v. put together out of artificial or natural components or parts; He manufactured a popular cereal""；v. produce naturally"
manuscript,/'mænjuskript/,"n. 手稿, 原稿, 底稿；a. 手写的",n. the form of a literary work submitted for publication；n. handwritten book or document
marble,/'mɑ:bl/,"n. 大理石, 石弹, 雕刻品；a. 大理石的, 冷酷无情的, 有大理石花纹的",n. a hard crystalline metamorphic rock that takes a high polish; used for sculpture and as building material；n. a small ball of glass that is used in various games
margin,/'mɑ:dʒin/,"n. 页边的空白, 边缘, 界限, 余裕, 差数, 差额, 保证金；vt. 加边于, 加旁注于；[计] 页边距",n. the boundary line or the area immediately inside the boundary；n. an amount beyond the minimum necessary
marginal,/'mɑ:dʒinәl/,"a. 边缘的, 最低限度的, 有旁注的；[医] 缘的",s. producing at a rate that barely covers production costs
marine,/mә'ri:n/,"n. 舰队, 水兵, 海景画；a. 海的, 海产的, 海底的, 船舶的, 海运的",n. a member of the United States Marine Corps；n. a soldier who serves both on shipboard and on land
marital,/'mæritәl/,"a. 丈夫的, 婚姻的, 夫妇间的；[医] 婚姻的",a. of or relating to the state of marriage
mark,/mɑ:k/,"n. 标志, 分数, 马克, 痕迹, 斑点, 靶子, 刻度, 记号, 符号, 戳记, 标准, 起跑线；vt. 做标记于, 留意, 打分数, 表明, 标志, 记录；vi. 作记号, 记得分；[计] 标志; 标记; 传号",n. a number or letter indicating quality (especially of a student's performance)；n. a visible indication made on a surface
marriage,/'mæridʒ/,"n. 婚姻, 结婚, 婚礼, 合并；[医] 婚姻, 结婚",n. the state of being a married couple voluntarily joined for life (or until divorce)；n. two people who are married to each other
married,/'mærid/,"a. 已婚的, 婚姻的；[法] 结了婚的, 有配偶的, 夫妇的",n. a person who is married；a. joined in matrimony
marry,/'mæri/,"vt. 与...结婚, 娶, 嫁；vi. 结婚",v. take in marriage；v. perform a marriage ceremony
marvelous,/'mɑ:vәlәs/,"a. 令人惊异的, 了不起的, 不平常的",s. being or having the character of a miracle
Marxist,/'mɑ:ksist/,a. 马克思主义的；n. 马克思主义者,n. an advocate of Marxism；a. following the ideas of Marx and Engels
masculine,/'mæskjulin/,"n. 阳性, 男性；a. 男性的, 阳性的, 有丈夫气的",n. a gender that refers chiefly (but not exclusively) to males or to objects classified as male；a. of grammatical gender
mask,/mæsk/,"n. 面具, 假面具, 掩饰, 石膏面模；vt. 戴面具, 掩饰, 使模糊；vi. 化装, 戴面具, 掩饰, 参加化装舞会；[计] 屏蔽; 掩码",n. a covering to disguise or conceal the face；n. activity that tries to conceal something
mass,/mæs/,"n. 块, 大多数, 质量, 大量, 群众, 弥撒；a. 群众的, 大规模的, 整个的；vt. 使集合, 集中；vi. 聚集",n. the property of a body that causes it to have weight in a gravitational field；n. an ill-structured collection of similar things (objects or people)
massacre,/'mæsәkә/,"n. 大屠杀；vt. 大屠杀, 残杀",v. kill a large number of people indiscriminately
massive,/'mæsiv/,"a. 大而重的, 宽大的, 宏伟的；[医] 大块的, 整块的, 大量的",s. imposing in size or bulk or solidity；s. being the same substance throughout
master,/'mɑ:stә. 'mæstә/,"n. 主人, 硕士, 大师, 母机；a. 主人的, 主要的；vt. 征服, 控制, 精通","n. directs the work of others；n. an original creation (i.e., an audio recording) from which copies can be made"
masterpiece,/'mɑ:stәpi:s/,"n. 杰作, 名著",n. the most outstanding work of a creative artist or craftsman；n. an outstanding achievement
mat,/mæt/,"n. 垫, 丛, 衬边；a. 粗糙的, 无光泽的；vi. 纠缠在一起；vt. 铺席于...上, 使无光泽, 使缠结",n. a thick flat pad used as a floor covering；n. mounting consisting of a border or background for a picture
mate,/meit/,"n. 配偶, 对手, 助手, (象棋)将死；vt. 使配对, 使一致, 结伴, (象棋)将死；vi. 成配偶, 紧密配合",n. the officer below the master on a commercial ship；n. the partner of an animal (especially a sexual partner)
material,/mә'tiәriәl/,"n. 材料, 物资, 素材, 布料, 资料；a. 物质的, 肉体的, 重要的",n. the tangible substance that goes into the makeup of a physical object；n. information (data or ideas or observations) that can be used or reworked into a finished form
mathematical,/.mæθә'mætikl/,"a. 数学的, 精确的；[机] 数学上的",a. of or pertaining to or of the nature of mathematics；s. beyond question
maths,/mæθs/,n. 数学,n a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement；n a science (or group of related sciences) dealing with the logic of quantity and shape and arra…
mature,/mә'tjuә/,"a. 成熟的, 到期的, 充分考虑的；vt. 使成熟；vi. 成熟, 到期",v. develop and reach maturity; undergo maturation；v. develop and work out fully in one's mind
maximum,/'mæksimәn/,"n. 极点, 最大量, 极大；a. 最高的, 最大的, 最大极限的；[计] 最大值",n. the largest possible quantity；n. the point on a curve where the tangent changes from positive on the left to negative on the right
mayor,/'mєә/,n. 市长；[法] 市长,n. the head of a city government
meadow,/'medәu/,"n. 草地, 牧场",n a field where grass or alfalfa are grown to be made into hay
means,/mi:nz/,"n. 方法, 手段, 工具, 财产, 收入；[经] 方法, 手段, 工具; 意谓",n. how a result is obtained or an end is achieved；n. an instrumentality for accomplishing some end
meantime,/'mi:ntaim/,"n. 间隔时间, 其时；adv. 其间","n the time between one event, process, or period and another；r during the intervening time"
meanwhile,/'mi:nhwail/,"n. 其时, 其间；adv. 同时, 于此时",r. at the same time but in another place；r. during the intervening time
measure,/'meʒә/,"n. 尺寸, 量度器, 量度标准, 测量, 量具, 程度, 范围, 限度, 分寸, 措施, 方法；vt. 测量, 测度, 估量, 权衡, 调节, 拿(自己或自己的力量等)作较量；vi. 度量",n. any maneuver made as part of progress toward a goal；n. how much there is or how many there are of something that you can quantify
mechanic,/mi'kænik/,"n. 机械工, 技工；a. 手工的",s. resembling the action of a machine
mechanical,/mi'kænikәl/,"a. 机械的, 机械性的, 力学的；[医] 机械的, 力学的",a. using (or as if using) mechanisms or tools or devices；a. relating to or concerned with machinery or tools
mechanism,/'mekәnizm/,"n. 机械, 机构, 结构, 机理, 技巧；[化] 机理; 历程; 机构",n. the atomic process that occurs during a chemical reaction；n. the technical aspects of doing something
medal,/'medl/,"n. 奖牌, 勋章；vt. 授勋予",n an award for winning a championship or commemorating some other event
medical,/'medikl/,"n. 医生, 体格检查；a. 医学的, 内科的, 药的",a. relating to the study or practice of medicine；a. requiring or amenable to treatment by medicine especially as opposed to surgery
medieval,/.medi'i:vl/,"a. 中古的, 中世纪的",a. relating to or belonging to the Middle Ages；s. as if belonging to the Middle Ages; old-fashioned and unenlightened
meditate,/'mediteit/,"vt. 想, 考虑, 计划；vi. 沉思, 反省","v reflect deeply on a subject；v think intently and at length, as for spiritual purposes"
meditation,/.medi'teiʃәn/,"n. 沉思, 冥想",n. continuous and profound contemplation or musing on a subject or series of subjects of a deep or abstruse nature；n. (religion) contemplation of spiritual matters (usually on religious or philosophic…
medium,/'mi:diәm/,"n. 媒体, 方法, 媒介；a. 半生熟的, 中间的；[计] 媒体, 中",n. a means or instrumentality for storing or communicating information；n. the surrounding environment
melody,/'melәdi/,"n. 曲子, 美妙音乐, 曲调",n. the perception of pleasant arrangements of musical notes
melon,/'melәn/,"n. 瓜, 甜瓜, 红利, 赃物；[化] 三聚二氰亚胺",n. any of numerous fruits of the gourd family having a hard rind and sweet juicy flesh；n. any of various fruit of cucurbitaceous vines including: muskmelons; watermelons; cantaloupes; cucumbers
melt,/melt/,"n. 熔化, 熔化物, 溶解；v. (使)熔化, (使)溶解, (使)消散, (使)变软","v. reduce or cause to be reduced from a solid to a liquid state, usually by heating；v. lose its distinct outline or shape; blend gradually"
membership,/'membәʃip/,"n. 会员的资格, 全体会员, 会员数目；[法] 会员资格, 成员资格, 会籍",n. the body of members of an organization or group；n. the state of being a member
memo,/'memәu/,n. 备忘录；[经] 备忘录,n. a written proposal or reminder
memorial,/mi'mɒ:riәl/,"n. 纪念物, 请愿书；a. 记念的, 记忆的",n. a recognition of meritorious service；n. a written statement of facts submitted in conjunction with a petition to an authority
memory,/'memәri/,"n. 记忆, 记忆力, 回忆, 纪念, 存储；n. 内存；[计] 存储器, 内存, 查看内存实用程序",n. something that is remembered；n. the cognitive processes whereby past experience is remembered
menace,/'menis/,"n. 威胁, 胁迫；v. 威吓, 胁迫",n. something that is a source of danger；n. a threat or the act of threatening
mental,/'mentl/,"a. 心智的, 精神病的, 心理的, 颏的；n. 精神病患者",a. involving the mind or an intellectual process；a. of or relating to the mind
merchandise,/'mә:tʃәndaiz/,"n. 商品, 货物；v. 交易, 买卖",n. commodities offered for sale
merchant,/'mә:tʃәnt/,"n. 商人, 店主；a. 商业的, 商人的",n. a businessperson engaged in retail trade
mercury,/'mә:kjuri/,"n. 水银, 汞, 使者；[化] 汞Hg",n. a heavy silvery toxic univalent and bivalent metallic element; the only metal that is liquid at ordinary temperatures；n. (Roman mythology) messenger of Jupiter and god of commerce; counterpart of G…
mercy,/'mә:si/,"n. 仁慈, 宽恕, 慈悲, 怜悯, 幸运；[法] 权宜处置权, 决定权, 宽恕",n. something for which to be thankful；n. alleviation of distress; showing great kindness toward the distressed
mere,/miә/,"n. 小湖, 池塘；a. 仅仅的, 只不过的",n. a small pond of standing water；s. being nothing more than specified
merely,/'miәli/,adv. 只,r. and nothing more
merge,/mә:dʒ/,"vt. 使合并, 使消失, 吞没；vi. 合并, 渐渐消失；[计] 合并",v become one；v mix together different elements
merger,/'mә:dʒә/,"n. 合并, 归并；[经] 购并",n the combination of two or more commercial companies；n an occurrence that involves the production of a union
merit,/'merit/,"n. 优点, 功绩, 价值, 功过, 真相；vt. 值得；vi. 应受",n. any admirable quality or attribute
merry,/'meri/,"a. 快乐的, 愉快的, 嬉戏作乐的",s full of or showing high-spirited merriment；s offering fun and gaiety
mess,/mes/,"n. 食堂, 伙食, 用膳, 一份食品, 混乱, 乱七八糟, 困境；vt. 将...弄糟, 妨碍, 使紊乱, 使就餐；vi. 陷入困境, 搞乱, 用膳",n. a state of confusion and disorderliness；n. soft semiliquid food
message,/'mesidʒ/,"n. 消息, 通讯, 讯息, 教训, 预言, 广告词；vt. 通知；vi. 通报, 报告, 报信；[计] 报文; 消息; 信息",n. a communication (usually brief) that is written or spoken or signaled；n. what a communication that is about something is about
messenger,/'mesindʒә/,"n. 报信者, 使者；[经] 使者, 送信者, 通信员",n. a person who carries a message
metal,/'metәl/,"n. 金属, 金属制品, 合金, 本质, 质料；a. 金属制的；vt. 以金属覆盖",v. cover with metal
metaphor,/'metәfә/,n. 隐喻,n. a figure of speech in which an expression is used to refer to something that it does not literally denote in order to suggest a similarity
method,/'meθәd/,"n. 方法, 办法, 条理, 秩序；[医] [方]法","n. a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)"
metre,/'mi:tә/,"n. 公尺, 格律, 韵律；[医] 米, 公尺",n the basic unit of length adopted under the Systeme International d'Unites (approximately 1.094 yards)；n (prosody) the accent in a metrical foot of verse
metric,/'metrik/,"a. 公尺的, 公制的, 计量的；[医] 测量的, 米制的, 公制的",a. based on the meter as a standard of measurement
metropolitan,/.metrә'pɒlitn/,"n. 大都市居民, 都主教, 宗主国的公民；a. 大都市的, 都主教区的, 宗主国的",n. in the Eastern Orthodox Church this title is given to a position between bishop and patriarch; equivalent to archbishop in western Christianity；n. a person who lives in a metropolis
microphone,/'maikrәfәun/,"n. 扩音器, 麦克风；[医] 扩音器, 传声器",n. device for converting sound waves into electrical energy
microscope,/'maikrәuskәup/,n. 显微镜；[化] 显微镜,n. magnifier of the image of small objects
midst,/midst/,n. 中间；prep. 在...中间,n. the location of something surrounded by other things
might,/mait/,"n. 力量, 权力；aux. 可能, 也许",n. physical strength
migrate,/'maigreit/,"vi. 移动, 移往, 随季节而移居；[计] 迁移程序",v. move from one country or region to another and settle there；v. move periodically or seasonally
mild,/maild/,"a. 温和的, 温柔的, 淡味的, 适度的, 轻微的, (肥皂等)软性的；[医] 轻的, 缓和的",a. moderate in type or degree or effect or force; far from extreme
mile,/mail/,"n. 英里, 很大距离；[机] 英里, 哩","n. a unit of length equal to 1,760 yards or 5,280 feet; exactly 1609.344 meters；n. a large distance"
militant,/'militәnt/,a. 好战的,n. a militant reformer；s. disposed to warfare or hard-line policies
military,/'militәri/,"n. 军队；a. 军事的, 军人的, 适于战争的",n. the military forces of a nation；a. of or relating to the study of the principles of warfare
mill,/mil/,"n. 压榨机, 磨坊, 制造厂；vt. 碾磨, 磨细, 搅拌, 使乱转；vi. 乱转, 被碾磨",n. Scottish philosopher who expounded Bentham's utilitarianism; father of John Stuart Mill (1773-1836)；n. English philosopher and economist remembered for his interpretations of empiricism and utilita…
millimeter,/'milimi:tә/,n. 毫米；[医] 毫米,n. a metric unit of length equal to one thousandth of a meter
millionaire,/.miljә'nєә/,"n. 百万富翁, 大富豪；[经] 大资本家, 巨富, 百万富翁",n. a person whose material wealth is valued at more than a million dollars
mingle,/'miŋgl/,v. (使)混合,v. get involved or mixed-up with
miniature,/'miniәtʃә/,"n. 缩图, 小画像；a. 小规模的, 纤小的",n. painting or drawing included in a book (especially in illuminated medieval manuscripts)；n. a copy that reproduces a person or thing in greatly reduced size
minimize,/'minimaiz/,vt. 将...减到最少；vt. 最小化；vi. 最小化；[计] 最小化,v. make small or insignificant；v. cause to seem less serious; play down
minimum,/'minimәm/,"a. 最小的, 最低的；n. 最小值；[计] 最小值",n. the smallest possible quantity；n. the point on a curve where the tangent changes from negative on the left to positive on the right
minister,/'ministә/,"n. 部长, 牧师, 公使；vi. 服侍, 救助, 主持宗教仪式",n. a person appointed to a high office in the government；n. a diplomat representing one government to another; ranks below ambassador
ministry,/'ministri/,"n. 部, 内阁, 服务；[经] 部",n. religious ministers collectively (especially Presbyterian)；n. building where the business of a government department is transacted
minor,/'mainә/,"n. 未成年人, 副修科目；a. 较小的, 二流的, 未成年的；vi. 副修；[计] 次要",a. of lesser importance or stature or rank；a. lesser in scope or effect
minority,/mai'nɒriti/,"n. 少数, 未成年, 少数民族；a. 少数的, 属于少数派的",n. a group of people who differ racially or politically from a larger group of which it is a part；n. being or relating to the smaller in number of two parts
minus,/'mainәs/,"n. 负号, 不足；a. 减的, 负的, 阴性的；prep. 减, 缺；[计] 负差",a. on the negative side or lower end of a scale；s. involving disadvantage or harm
miracle,/'mirәkl/,"n. 奇迹, 奇事",n. any amazing or wonderful occurrence；n. a marvellous event manifesting a supernatural act of a divine agent
mirror,/'mirә/,"n. 镜子, 写真, 典范；vt. 反映, 映出",n. polished surface that forms images by reflecting light；n. a faithful depiction or reflection
mischief,/'mistʃif/,"n. 损害, 伤害, 灾祸, 恶作剧, 淘气；[法] 损害, 伤害, 危害",n. reckless or malicious behavior that causes discomfort or annoyance in others
miserable,/'mizәrәbl/,a. 悲惨的；痛苦的；卑鄙的,s. very unhappy; full of misery；s. characterized by physical misery
misery,/'mizәri/,"n. 痛苦, 悲惨, 不幸, 穷困",n. a state of ill-being due to affliction or misfortune；n. a feeling of intense unhappiness
misfortune,/mis'fɒ:tʃәn/,"n. 不幸, 灾祸, 坏运气；[法] 不幸事故, 不幸, 灾祸",n. unnecessary and unforeseen trouble resulting from an unfortunate event；n. an unfortunate state resulting from unfavorable outcomes
mislead,/mis'li:d/,vt. 误导,v. lead someone in the wrong direction or give someone wrong directions
missile,/'misail/,"n. 发射物, 导弹, 飞弹, 火箭；a. 可发射的",n. a rocket carrying a warhead of conventional or nuclear explosives; may be ballistic or directed by remote control
missing,/'misiŋ/,"a. 不见的, 缺少的；[法] 行踪不明的, 失踪的, 遗失的",s. not able to be found
mission,/'miʃәn/,"n. 任务, 代表团, 使命, 传教团；vt. 派遣, 向...传教",n. an organization of missionaries in a foreign land sent to carry on religious work；n. an operation that is assigned by a higher headquarters
missionary,/'miʃәnәri/,"n. 传教士, 负有任务者, 工作人员；a. 传教的, 传教士的",n. someone who attempts to convert others to a particular doctrine or program；n. someone sent on a mission--especially a religious or charitable mission to a foreign country
mist,/mist/,"n. 雾, 迷蒙, 朦胧不清；vt. 使模糊, 使蒙上雾；vi. 变模糊, 下雾",n. a thin fog with condensation near the ground；v. become covered with mist
mistress,/'mistris/,"n. 主妇, 女主人, 情妇",n. an adulterous woman; a woman who has an ongoing extramarital sexual relationship with a man；n. a woman master who directs the work of others
misunderstand,/.misʌndә'stænd/,"vt. 误解, 误会",v interpret in the wrong way
mix,/miks/,"n. 混合物, 混乱, 糊涂；vt. 使混合, 弄混, 使结合, 混淆；vi. 相混合, 交往, 参与",n. a commercially prepared mixture of dry ingredients；n. an event that combines things in a mixture
mixture,/'mikstʃә/,"n. 混合, 混淆, 混合物；[化] 混合物",n. (chemistry) a substance consisting of two or more substances mixed together (not in fixed proportions and not with chemical bonding)
moan,/mәun/,"n. 呻吟, 悲叹；vi. 呻吟, 抱怨, 悲叹；vt. 呻吟着说","n an utterance expressing pain or disapproval；v indicate pain, discomfort, or displeasure"
mob,/mɒb/,"n. 暴民, 民众, 暴徒；vt. 大举包围, 蜂拥进入, 围攻；vi. 聚众生事",n. a disorderly crowd of people
mobile,/'mәubil/,"a. 移动的, 易变的, 机动的；n. 活动物体",n. a river in southwestern Alabama; flows into Mobile Bay；n. a port in southwestern Alabama on Mobile Bay
mobilize,/'mәubilaiz/,"vt. 动员, 调动, 使流通；vi. 动员",v. make ready for action or use；v. get ready for war
mock,/mɒk/,"n. 嘲笑, 戏弄, 模仿；a. 假的, 伪造的, 模拟的；adv. 虚伪地；vt. 嘲弄, 模仿, 使失望, 欺骗, 挫败；vi. 嘲弄",n. the act of mocking or ridiculing；v. treat with contempt
mode,/mәud/,"n. 模态, 调式, 样式, 文体, 状态, 方式, 风尚；[计] 方式; DOS外部命令:设定各种设备命令",n. a particular functioning condition or arrangement；n. any of various fixed orders of the various diatonic notes within an octave
model,/'mɒdәl/,"n. 模型, 模范, 模特儿；a. 模范的, 作模型用的；vi. 做模型, 做模特儿；vt. 使模仿, 塑造；[计] 模型",n. a hypothetical description of a complex entity or process；n. a type of product
moderate,/'mɒdәrәt/,"a. 适度的, 稳健的, 中等的, 节制的；vt. 节制, 减轻, 使缓和；vi. 变缓和, 主持会议",v. preside over；v. make less fast or intense
modernization,/.mɒdәnai'zeiʃәn/,n. 现代化,n. making modern in appearance or behavior；n. a modernized version (as of a play)
modest,/'mɒdist/,"a. 谦逊的, 羞怯的, 端庄的, 适度的；[经] 适当的",a. marked by simplicity; having a humble opinion of yourself；s. not large but sufficient in size or amount
modify,/'mɒdifai/,"vt. 修正, 变更, 修饰, 缓和, 减轻；vi. 被修改；[计] 修改",v. make less severe or harsh or extreme；v. add a modifier to a constituent
module,/'mɒdju:l/,"n. 组件, 模数；[计] 模块",n. detachable compartment of a spacecraft；n. computer circuit consisting of an assembly of electronic components (as of computer hardware)
moist,/mɒist/,"a. 潮湿的, 多雨的, 感伤的, 含泪的；[医] 湿的",s slightly wet
moisture,/'mɒistʃә/,"n. 湿气, 水分, 降雨；[化] 含水量; 含湿量",n. wetness caused by water
molecule,/'mɒlikju:l/,"n. 分子, 些微；[化] 分子",n. (physics and chemistry) the simplest structural unit of an element or compound
momentary,/'mәumәntәri/,"a. 瞬间的, 刹那间的",s lasting for a markedly brief time
momentum,/mәu'mentәm/,"n. 动力, 动量；[化] 动量",n. an impelling force or strength；n. the product of a body's mass and its velocity
monarch,/'mɒnәk/,"n. 帝王, 统治者, 元首；[医] 单原型(植)",n. large migratory American butterfly having deep orange wings with black and white markings; the larvae feed on milkweed
monetary,/'mʌnitәri/,"a. 货币的, 金钱的；[经] 货币的, 金融的",a. relating to or involving money
monitor,/'mɒnitә/,"n. 监督器, 级长, 监听员, 班长, 监视器, 告诫物；v. 监视, 监听, 监督；[计] 监视器, 监视程序; 监视",n. an ironclad vessel built by Federal forces to do battle with the Merrimac；n. display produced by a device that takes signals and displays them on a television screen or a computer monitor
monkey,/'mʌŋki/,"n. 猴子, 猿, 打桩锤；vi. 淘气, 胡闹；vt. 嘲弄",n. any of various long-tailed primates (excluding the prosimians)
monopoly,/mә'nɒpәli/,"n. 垄断, 专卖权, 独占事业；[经] 垄断, 专利品, 垄断(权)独占",n. (economics) a market in which there are many buyers but only one seller；n. exclusive control or possession of something
monotonous,/mә'nɒtәnәs/,"a. 单调的, 无变化的","s tediously repetitious or lacking in variety; all work and no play""；s sounded or spoken in a tone unvarying in pitch"
monster,/'mɒnstә/,"n. 怪物, 恶人, 巨物；[医] 畸胎",n. an imaginary creature usually having various human and animal parts；n. a cruel wicked and inhuman person
monthly,/'mʌnθli/,"n. 月刊；a. 每月的, 每月一次的",n. a periodical that is published every month (or 12 issues per year)；s. of or occurring or payable every month
monument,/'mɒnjumәnt/,"n. 纪念碑, 纪念物, 石碑",n. an important site that is marked and preserved as public property
mood,/mu:d/,"n. 心情, 气氛, 生气, 基调；[医] 心境",n. verb inflections that express how the action or state is conceived by the speaker
moral,/'mɒrәl/,"n. 道德, 品行, 寓意；a. 道德的, 品性端正的, 精神上的",n. the significance of a story or event；a. concerned with principles of right and wrong or conforming to standards of behavior and character based on those principles
morality,/mә'ræliti/,"n. 道德, 教训, 品行；[法] 道德, 道义",n. concern with the distinction between good and evil or right and wrong; right or good conduct
moreover,/mɒ:'әuvә/,"adv. 而且, 此外","r in addition; furthermore, their quality is improving""; moreover, mice nested there"""
mortal,/'mɒ:tәl/,"n. 生物, 人类；a. 不免一死的, 人类的, 临终的",a. subject to death；s. unrelenting and deadly
mortality,/mɒ:'tælәti/,"n. 必死的命运, 死亡数目, 死亡率；[医] 必死性, 死亡率",n. the quality or state of being mortal
mortgage,/'mɒ:gidʒ/,"n. 抵押, 约束性义务, 抵押借款；vt. 抵押, 以...作担保, 把...许给",n. a conditional conveyance of property as security for the repayment of a loan；v. put up as security or collateral
mosaic,/mәu'zeiik/,"n. 马赛克, 镶嵌细工, 镶嵌工艺；a. 马赛克的, 镶嵌细工的, 拼花的；vt. 用镶嵌细工装饰；[计] Mosaic浏览程序","n. art consisting of a design made of small pieces of colored stone or glass；n. viral disease in solanaceous plants (tomatoes, potatoes, tobacco) resulting in mottling and often shriveling of the leav…"
mosquito,/mә'ski:tәu/,n. 蚊子；[医] 蚊,n. two-winged insect whose female has a long proboscis to pierce the skin and suck the blood of humans and animals
moss,/mɒs/,"n. 苔藓, 泥沼；vt. 使长满苔藓",n. tiny leafy-stemmed flowerless plants
mostly,/'mәustli/,"adv. 大概, 大部分, 主要；[经] 大部份",r in large part; mainly or chiefly；r usually; as a rule
motel,/mәu'tel/,n. 汽车旅馆,n. a motor hotel
motion,/'mәuʃәn/,"n. 移动, 手势, 动作, 意向, 请求, 提议；v. 打手势",n. a change of position that does not entail a change of location；n. a state of change
motivate,/'mәutiveit/,"vt. 给与动机, 刺激, 提高...的学习欲望, 促动；[经] 促动, 激发, 激励",v. give an incentive for action
motive,/'mәutiv/,"n. 动机, 目的, 主题, 基调；a. 运动的, 成为动机的",s. causing or able to cause motion
motor,/'mәutә/,"n. 马达, 发动机, 原动力, 汽车；a. 马达的, 发动机的, 汽车的, 发动的；vt. 推动, 以汽车载运；vi. 乘汽车, 驾车",n. machine that converts other forms of energy into mechanical energy and so imparts motion；n. a nonspecific agent that imparts motion
mould,/mәuld/,"n. 模子, 模制品, 松软沃土, 霉；vt. 形成, 浇铸, 用泥土覆盖；vi. 发霉",n loose soil rich in organic matter；n the distinctive form in which a thing is made
mount,/maunt/,"n. 乘骑用马, 框, 衬纸, 山；vi. 乘马, 爬上, 增长；vt. 爬上, 使上马, 装上, 装裱, 安放, 制作...的标本, 设置, 上演；[计] 安装",n. a mounting consisting of a piece of metal (as in a ring or other jewelry) that holds a gem in place；v. attach to a support
mourn,/mɒ:n/,"v. 哀悼, 忧伤, 服丧",v. feel sadness；v. observe the customs of mourning after the death of a loved one
mouse,/maus/,"n. 老鼠, 胆小羞怯的人, 鼠标；vi. 捕鼠, 窥探；vt. 探出；[计] 鼠标",n. any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails；n. person who is quiet or timid
movement,/'mu:vmәnt/,"n. 运动, 动作, 运转, 移动, 倾向, 变化, 活动, 乐章；[医] 运动",n. a natural event that involves a change in the position or location of something；n. a group of people with a common ideology who try together to achieve certain general goals
movie,/'mu:vi/,n. 电影,n. a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement
mud,/mʌd/,"n. 泥, 诽谤；vt. 弄脏",n. water soaked soil; soft wet earth；n. slanderous remarks or charges
mug,/mʌg/,"n. 有柄大杯, 脸, 苦读者；vt. 给...拍照, 攻击, 苦读；vi. 拼命用功",n. the quantity that can be held in a mug；n. with handle and usually cylindrical
multiple,/'mʌltipl/,"n. 倍数, 并联；a. 多样的, 许多的, 多功能的",n. the product of a quantity by an integer；a. having or involving or consisting of more than one part or entity or individual
multiply,/'mʌltiplai/,"v. 繁殖, 乘, 增加；[计] 乘",v. combine by multiplication；v. combine or increase by multiplication
multitude,/'mʌltitju:d/,"n. 多数, 群众",n. a large gathering of people；n. the common people generally
municipal,/mju:'nisipl/,"a. 市政的, 自治区的, 内政的；[经] 市政的, 市的",a. relating or belonging to or characteristic of a municipality；s. of or relating to the government of a municipality
murder,/'mә:dә/,"n. 谋杀；vt. 谋杀, 损毁, 破坏；vi. 犯杀人罪",n. unlawful premeditated killing of a human being by a human being；v. kill intentionally and with premeditation
murmur,/'mә:mә/,"n. 低语, 低声的怨言；vi. 低语, 低声而言；vt. 低声说",v. speak softly or indistinctly；v. make complaining remarks or noises under one's breath
muscle,/'mʌsl/,"n. 肌肉, 臂力；[医] 肌",n. one of the contractile organs of the body；n. animal tissue consisting predominantly of contractile cells
muscular,/'mʌskjulә/,"a. 强壮的, 肌肉发达的, 有力的；[医] 肌的; 肌肉发达的",a. of or relating to or consisting of muscle；s. having or suggesting great physical power or force
museum,/mju:'ziәm/,n. 博物馆,n. a depository for collecting and displaying objects having scientific or historical or artistic value
mushroom,/'mʌʃrum/,"n. 蘑菇形物, 蘑菇, 暴发户；vi. 迅速生长, 迅速增加, 采蘑菇；a. 蘑菇形的, 迅速生长的","n. common name for an edible agaric (contrasting with the inedible toadstool)；n. mushrooms and related fleshy fungi (including toadstools, puffballs, morels, coral fungi, etc.)"
musical,/'mju:zikl/,"n. 音乐片, 音乐舞台剧；a. 音乐的, 声音美妙的, 喜爱音乐的",n. a play or film whose action and dialogue is interspersed with singing and dancing；a. characterized by or capable of producing music
musician,/mju:'ziʃәn/,"n. 音乐家, 乐师, 作曲家",n. someone who plays a musical instrument (as a profession)；n. artist who composes or conducts music as a profession
mute,/mju:t/,"n. 哑子, 哑音字母, 弱音器；a. 哑的, 无声的, 沉默的；vt. 减弱...的声音；vi. 排泄",n. a deaf person who is unable to speak；n. a device used to soften the tone of a musical instrument
muted,,"a. 变弱了的, 变柔和了的","v deaden (a sound or noise), especially by wrapping；s in a softened tone"
mutter,/'mʌtә/,"n. 喃喃低语；vi. 喃喃自语, 作低沉声；vt. 出怨言, 抱怨地说",n. a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech
mutton,/'mʌtn/,n. 羊肉,n meat from a mature domestic sheep
mutual,/'mju:tʃuәl/,"a. 相互的, 共有的；[经] 相互的",s common to or shared by two or more parties；a concerning each of two or more persons or things; especially given or done in return
