# 考研短语表 · 共 2843 条 · 每 50 条一个单元
# 短语来源：2ndLA/english-phrases · 考研短语表（CC BY-SA 4.0）；释义来源：ECDICT（MIT License）
单词,音标,中文释义,英文释义
get a glimpse of,,瞥见...,
get a nap,,小睡一会儿：短暂地休息一下，通常是在白天的某个时间段，以便恢复精力。,
get about,,"走动, 旅行, 传开, 积极参加社会活动",
get across,,"通过, 被理解",
get ahead,,"领先, 走在前面, 进步, 获得成功",
get along,,"生活, 融洽相处",
get along with,,"进展, 走开",
get around,,"病后能够走动, (非正式)旅行, 传开来",
get around to,,设法找到足够的时间去做（某事）; 说服,
get at,,得到; 找到; 责备; 暗示,
get away,,"离开, 逃脱, 起跑, 出发",
get by,,"通过, 混过",
get by heart,,记住，背诵：指通过反复学习和记忆，使知识、技能等深入脑海，能够熟练掌握和运用。,
get control over,,控制：获得对某事物的控制或支配权。,
get cracking,,"开始, 开始工作, 开始移动",
get down,,"下来, 吞下, 写下, 使沮丧",
get down to,,开始认真考虑,
get fed up,/ɡet fed ʌp/,厌烦：对某事感到非常不满或不耐烦。；受够了：对某事感到非常厌烦或不满，已经无法忍受。；不耐烦：对某事感到无法忍受或无法容忍，情绪上非常不耐烦。,
get fed up with,,对……感到厌烦：对某事或某人感到非常烦躁和不满。,
get hold of,,"抓住, 得到",
get in,,"进入, 到达, 收获, 插入, 陷入",
get in shape,/ɡet ɪn ʃeɪp/,变得健康有活力：通过锻炼和健康的生活方式来改善身体健康和体型。,
get in the way,,"挡住去路,障碍,碍事",
get insight into,,深入了解：获得对某个主题、问题或情况的深入理解和洞察力。,
get into,,"进入, 陷入, 穿上",
get into the habit of,,养成...的习惯,
get off,,"下来, 脱下, 出发, 动身, 开始, 被容忍",
get on one's nerves,,"使某人心烦, 使某人不安, 令人恼怒",
get on with,,继续（干某事）; 和…友好相处,
get out of,,"离开,摆脱",
get over,,"爬过, 克服, 熬过, 恢复, 原谅",
get rid of,,"摆脱, 除去",
get round,,"避免, 说服, 走动, 传开来",
get round to,,设法找到足够的时间去做（某事）; 说服,
get sb. nowhere,,暂无释义，可打开词卡用有道查询,
get stuck in,,被卡在里面动弹不得,
get the best of,,"战胜,胜过,佔了…的上风;克服,克制",
get the best of sb.,,暂无释义，可打开词卡用有道查询,
get the better of,,"战胜, 在...中占上风",
get the jump on,,抢在...之前行动,
get through,,"做完, 通过, 度过",
get to grips with,/ɡet tu ɡrɪps wɪð/,开始直接或有效地理解或处理某事物,
get together,,"聚集, 收集, 积累",
get up,,"(使)起床, (使)起立, (使)爬上",
give a pledge to do,,暂无释义，可打开词卡用有道查询,
give an insight into,,深入了解：提供对某事物或情况的深入了解或洞察力。,
give away,,"分发, 放弃, 泄露, 出卖, 丧失",
give back,,"归还, 恢复, 后退",
give birth to,,产生,
give in,,"屈服, 让步, 交上",
give off,,发出,
give oneself away,/ɡɪv wʌnˈself əˈweɪ/,暴露自己：意味着无意中透露了秘密、真实意图或真实身份，通常是由于疏忽或无意识的行为。,
give oneself up,,[法] 自首,
give out,,"分发, 发出, 发表, 用尽, 精疲力竭",
give place to,,"让位于, 被...所替代",
give priority to,,"给…以优先权,优先考虑…",
give rein to,,"对...放任, 使...自由发挥",
give rise to,,"引起, 使发生",
give sb. access to,,暂无释义，可打开词卡用有道查询,
give sb. an account of,,暂无释义，可打开词卡用有道查询,
give shape of,,暂无释义，可打开词卡用有道查询,
give up,,"放弃, 停止, 献出, 抛弃, 认输, 把...送交；[法] 放弃, 停止, 把...送交",
give vent to,,"发泄, 吐露",
give way,,"撤退, 让路, 退让, 屈服, 倒塌, 跌价, 垮掉；[经] (股票)下跌",
give way to,,"向…屈服,让位于,为…所代替",
glare at,,怒视,
gleam with,,闪耀着：发出微弱而明亮的光芒，通常用于形容物体或眼睛等表面反射光线的状态。,
go about,,"从事, 走动, 传开",
go after,,"追逐, 追求",
go against,,"反对, 违反, 不利于",
go ahead,,前进,
go all out,,全力以赴,
go along,,"前进, 进行",
go along with,,"陪...一起去, 赞同, 附和",
go around,,参观; 转动; 走访; 相处,
go back on,,"违约, 背弃",
go back to,,回去,
go by,,"走过, 依照, 顺便走访",
go down,,"下去, 下沉, 坠落, 被接受, 咽下, 平静下来, 下降, 传下去",
go downhill,,走下坡路,
go for,,"去找, 努力获取, 被认为, 主张, 拥护",
go in,,"走进, 放得进, 参加",
go in for,,"参加, 追求, 从事, 赞成",
go into,,"进入, 加入, 探究, 变得, 进入...状态；[法] 调查, 探讨, 进入",
go into action,,"投入战斗, 行动起来",
go into affect,,暂无释义，可打开词卡用有道查询,
go into detail,,"详细叙述,详述",
go into details,,详细讲解：对某个话题或问题进行深入、详细的阐述或讨论。,
go into effect,,"生效,开始实施",
go into force,,生效：指法律、规定、协议等开始实施或生效。,
go into operation,,"生效, 开始工作",
go off,,"离开, 去世, 消失, 爆炸, 被发射, 变质, 进行, 睡去, 卖掉",
go on,,"继续下去, 过去, 发生, 进行, 接近, (演员)上, (运动员)上场, 依靠, 依据, 责骂；[电] 继续",
go on a diet,,节食，减肥,
go on strike,,举行罢工；[经] 实行罢工,
go on the stage,,上舞台,
go onto operation,,开始运转,
go out,,"出去, 熄灭, 过时, 辞职, 倒塌, 罢工",
go over,,"转变, 仔细检查, 润色, 复习",
go round,,"到处走动, 顺便去, 流传",
go the round,,传播,
go the round of,,"传遍,走遍",
go the rounds,,"传遍, 巡逻, 巡回",
go the rounds of,,传播，流行：指信息、消息等在社交媒体、新闻媒体等渠道中传播或流行。,
go through,,"经历, 经受, 仔细检查, 搜查, 参加, 履行, 被通过, 用完",
go through with,,完成,
go to extremes,,走极端,
go to pieces,,"瓦解, 身体垮掉",
go to war with,,与……开战：开始与某个国家、组织或个人进行战争或敌对行动。,
go under,,"死, 失败, 屈服, 破产",
go up,,"上升, 兴建",
go with,,"伴随, 与...相配",
go without,,没有也行,
go wrong,,"走错路, 出毛病, 失败",
good for,,"值...的, 有支付...能力的, 有效的, 对...有用的",
grab at,,"抓住,攫取,伸手去抓",
grieve for,,哀悼,
grieve over,,哀悼,
grind at,,暂无释义，可打开词卡用有道查询,
grind away,,"把…碾成粉末; 磨损, 用坏…; 苦干[学]; 反复不断地干",
grind out,,用功做出,
grope around,,摸索：在黑暗或不熟悉的环境中，试图找到或发现某物。,
grope for,,探索,
grow into,,"长成,发展成为",
grow on,,"引起...爱好, 加深影响",
grow out of,,"长得与...不相称, 因长大而丢弃",
guard against,,"预防,使提防",
had better,,最好,
had rather than,,"与其...不如..., 宁愿...不愿...",
hand down,,"把...往下递, 传下来, 宣布；[法] 宣布, 传递, 传给",
hand in,,"交上；[法] 缴纳, 上交",
hand in hand,,"手拉手, 联合",
hand on,,"把...传下去, 传递下去, 发放",
hand out,,"把...拿出来, 分发, 施舍",
hand over,,移交,
hand round,/hænd raʊnd/,将某物传递给群体中的每个人：指将某物逐个传递给群体中的每个人。,
hang about,,闲荡,
hang around,,"闲荡, 闲逛, 转悠, 观望, 等待, 聚在...临近, 缠(人), 与...泡在一起",
hang back,,"挂回, 却步, 犹豫",
hang on,,"坚持, 不挂断, 靠着, 渴望, 有赖于",
hang on to,,紧紧握住,
hang up,,"挂断, 拖延, 把...挂起来；[经] 抵押, 赊帐",
happen to,,"碰巧,偶然;发生于",
harmonize with,,与……协调一致：与某人或某事物相匹配或相协调，以达到一致的状态。,
hate one's guts,,对某人恨之入骨,
have a bearing on,,对…有影响;与…有关,
have a hand in,,"插手..., 参加, 分担",
have a knowledge of,,了解，具备知识：指对某个领域或主题有一定的了解或掌握相关知识。,
have a nap,,"打盹,小睡片刻",
have a stab at,,"尝试一下,试试看",
have access to,,可以获得;进入,
have an acquaintance with sb.,,暂无释义，可打开词卡用有道查询,
have an advantage over,,"胜过,比…优越",
have an effect on,,对...有影响,
have an impact on,,对…有影响,
have an influence on,,对……有影响：对某事物或某人产生影响或影响力。,
have an insight into,/hæv ən ˈɪnsaɪt ˈɪntə/,深入了解：对某个问题、情况或领域有深入的理解和洞察力。,
have an interest in,,对…有兴趣,
have back,/hæv bæk/,准备保护或为某人辩护：指为某人提供支持、保护或辩护的准备工作。,
have confidence in,,对……有信心：相信某人或某事能够成功或达到预期的结果。,
have control over,,能控制...,
have faith in,,"对…有信心,相信…",
have have got to,,暂无释义，可打开词卡用有道查询,
have in mind,,"思念, 存心",
have influence on,,对……有影响：指某事物对另一事物产生影响或影响力。,
have influence over,,"有左右...的力量, 对...有影响",
have interest in,,有兴趣,
have no business,,没有权利或特权做某事或在某个地方：指没有权利、资格或合法性去做某件事情或进入某个地方。,
have no effect on,,对……没有影响：指某事物对另一事物没有任何影响或作用。,
have no idea,,不知道，不了解; 没谱儿,
have no impact on,,并不影响：指某事物对其他事物没有任何影响或作用。,
have no influence on,,对没有影响：指某事物对另一事物没有任何影响或作用。,
have no interest in,,对……不感兴趣：不对某事物产生兴趣或关注。,
have nothing to do with,,与...无关,
have nothing to lose,/hæv ˈnʌθɪŋ tu luːz/,没有什么损失：处于一种情况，如果采取行动可能会有所改善，但即使失败也不会更糟。,
have on,,"穿着, 戴着, 在手头, 使上钩",
have one's hands full,,工作忙,
have something to do with,,与...有点关系,
have sympathy for,,"对…同情,同情…",
have to do with,,与...有关,
have to got to,,暂无释义，可打开词卡用有道查询,
have trouble with,,"与...有纠纷, 有...的病痛",
head for,,"出发, 动身, 前往",
head on,,迎面地,
heart and soul,,全心全意地,
help oneself,,自用,
help oneself to,,自用,
help out,,"帮助, 帮助…出来",
help sb. toward,,暂无释义，可打开词卡用有道查询,
here and there,,"各处, 到处, 四处",
hinge on,,"靠...转动, 以...为转移",
hinge upon,,vi. 随……而定,
hit on,,"忽然想到,碰巧遇见,到达",
hit upon,,偶然发现,
hold back,,"踌躇, 阻止, 抑制, 隐瞒；[经] 取消, 阻止, 退缩",
hold down,,"压制, 抑制, 缩减, 牵制, 垂下",
hold in check,,"制止, 控制",
hold in contempt,,蔑视，看不起：认为某人不值得尊重或尊敬。,
hold off,,"不接近, 拖延, 不使接近",
hold on,,"继续, 不挂断, 停止",
hold on to,,坚持,
hold one's breath,,屏息,
hold one's own,,坚持住,
hold one's temper,,忍住情绪：控制自己的情绪，不发脾气或不生气。,
hold out,,"伸出, 提出, 提供, 坚持, 支持, 维持；[法] 提出, 给予, 主张",
hold over,,"拖延, 继任, 以...威胁；[法] 延期, 继续占有, 期满后继任",
hold pace with,,与……同步：指与某人或某事物保持相同的速度或进展。,
hold sb. to ransom,,"劫持某人勒取赎金, 绑某人的票",
hold sth. in check,,暂无释义，可打开词卡用有道查询,
hold to,,"坚持, 紧握",
hold true,,"适用, 有效；[法] 适用, 有效",
hold up,,"举起, 支撑, 继续下去, 阻挡, 拦截；[法] 支撑, 继续下去, 阻塞",
hold with,,"赞同, 容忍",
home and abroad,,国内外：指在国内和国外两个地方或范围内。,
home question,,打中要害的质问,
hook up,,以钩钩住,
hope against hope,,抱一线希望,
how about,,"…怎么样, …怎么办",
huddle up against,,暂无释义，可打开词卡用有道查询,
huddle up to,,聚集在一起：指人们为了保暖或者私密性而紧紧地聚集在一起。,
hundreds of,,"几百..., 许许多多...",
hunger after,,渴望,
hunger for,,渴望,
hunt down,,"穷追直至抓获；[法] 追捕, 搜寻...直至发现",
hurry up,,"赶快, 匆匆完成",
hush up,,"防止…张扬出去, 保持沉默, 掩盖",
idle around,/ˈaɪdl əˈraʊnd/,闲逛：指无所事事地四处游荡。,
idle away,,浪费掉,
if only,,只要,
immerse in,,v. 把（人或物）浸入（水或其他液体）中，使浸没；沉浸于，专心于，潜心于（常作 immerse oneself in，也可用 be immersed in）,
impact on,,n. 对……的影响：指某种事物对另一种事物产生的影响或作用。；v. 影响，对……产生影响：对某人或某事物产生影响或作用。,
impinge on,,"撞击, 侵犯, 紧密接触",
impose on,,"利用, 欺骗, 施加影响于",
impose upon,,v. 把（不受欢迎或不必要的事物）强加于（某人或某物），使（其）接受或承受，强制实行；（尤指以请求或要求的方式）对（某人）施加压力或使其为难，给（某人）添麻烦或打扰，利用（某人的好心、时间等）,
impress sb. with,,给(某人)留下深刻印象,
impress with,/ɪmˈpres wɪð/,给某人留下深刻印象：通过某种方式使某人对某事物或某人产生深刻的印象。,
improve on,,改进,
in a hurry,,匆忙,
in a moment,,立刻,
in a rage,,"勃然大怒,怒气冲冲;一怒之下",
in a row,,"成一长行, 连续, 一连串",
in a sense,,在某种意义上,
in a way,,"在某种程度上, 稍稍",
in a word,,总之,
in abundance,,"充足的, 很丰盛",
in accord with,,与...一致,
in accordance with,,"与...一致, 依照",
in action,,"在活动, 在运转",
in addition,,另外,
in addition to,,除...之外,
in advance,,预先；[经] 预先,
in agreement with,,"同意,与…一致",
in all,,"总共；[经] 合计, 全部",
in all probability,,很可能,
in alliance with,,与…结盟,
in an instant,,马上,
in and out,,"进进出出, 弯弯曲曲",
in any case,,无论如何,
in any event,,"不论怎样, 无论如何",
in any way,,以任何方式,
in bad odor,,名声不好，不受欢迎：形容一个人或事物因为不良行为或负面特质而失去了别人的尊重和喜爱。,
in bad odor with,,暂无释义，可打开词卡用有道查询,
in black and white,,用白纸黑字地写下来,
in brief,,"简言之, 以简洁的形式",
in bulk,,"散装, 大批；[经] 散装, 整批",
in case,,万一,
in case of,,"假设, 万一",
in character,,"适合, 相称",
in character with,,暂无释义，可打开词卡用有道查询,
in charge,,"主管, 看管, 在...看管下",
in charge of,,"负责..., 管理..., 主管..., 掌管..., 看管..., 在...掌管/看管之下",
in chorus,,"一齐, 一致, 共同; 齐声",
in cold blood,,"残忍地；[法] 蓄意地, 残忍地",
in collaboration with,,与...合作,
in common,,共有,
in comparison with,,与...比较,
in conclusion,,最后,
in confidence,,"私下地, 秘密地",
in conjunction with,,与...协力,
in connection to,,与……有关：表示某事物与另一事物之间存在关联或联系。,
in connection with,,"与…有联系,与…有关,关于",
in consequence,,结果,
in consequence of,,"由于的...缘故；[法] 由于...缘故, 基于",
in consideration of,,"考虑到；[法] 鉴于, 考虑到",
in contact with,,与...在接触中,
in contrast,,"比较起来, 相反地, 而",
in contrast to,,"与...形成对照, 而...",
in contrast with,,"与...形成对照, 而...",
in control,,"控制, 管理, 负责",
in control of,,控制住,
in danger,,在危险中,
in danger of,,有…的危险,
in debt,,欠债,
in default of,,"因缺少；[法] 因缺..., 在缺少...时",
in depth,,深入地,
in despair,,绝望地,
in detail,,详细地,
in dispute,,在争论中,
in earnest,,"正经地, 诚心地",
in effect,,"有效；[法] 有效, 生效, 实际上",
in embryo,,"在胎盘中,尚未成熟,在萌芽中",
in essence,,"本质上, 实质上；[法] 实质上",
in evidence,,"明显；[法] 明显的, 显而易见的",
in excess,,"过分地,过度地",
in excess of,,"超过, 较...为多",
in existence,,"存在, 现有",
in face of,,"面对,在…面前;不顾,即使",
in favor of,,"赞同, 有利于",
in force,,"大规模地, 有效的；[经] 有效",
in front of,,在...前面,
in future,,[法] 将来,
in general,,大多数,
in good temper,,心情好,
in half,,"分成两半,平分",
in hand,,"在手头, 在进行中, 掌握住；[法] 处理中, 受到控制",
in harmony,,谐; 合拍; 和和睦睦,
in harmony with,,"与...协调, 与...一致",
in haste,,匆忙,
in high spirit,/ɪn haɪ ˈspɪrɪt/,情绪高涨：指某人情绪或精神状态非常积极、兴奋或乐观。,
in honor of,,"为向…表示敬意,为庆祝…为纪念…",
in hot pursuit,,紧追不舍：追逐并且接近抓住某人。,
in hot water,,"处于困境,遇着麻烦;处于水深火热",
in itself,,"本身,实质上",
in keeping with,,"与...一致；[法] 与...一致, 应遵照...",
in kind,,"以货代款；[经] 以货代款, 以实物",
in leaps and bounds,/ɪn liːps ənd baʊndz/,突飞猛进：形容某事物的进展非常迅速和显著。,
in light of,,"按照, 根据",
in line,,"成一直线, 一致, 协调, 有秩序",
in line with,,符合,
in memory of,,纪念...,
in nature,,"实际上, 本质上；[法] 性质上, 实际上, 在任何地方",
in need of,,"需要...时, 如果需要...",
in no case,,决不,
in no time,,立刻,
in no way,,决不,
in one's honor,,为了向某人表示敬意或纪念某人而进行的活动或举办的仪式,
in one's opinion,,"依照(某人的)看法, 在(某人)看来",
in one's presence,,"在某人面前, 当着某人的面",
in one's shoes,,"处在(某人的)位置, 陷入(某人的)处境",
in one's spare time,,在某人的空闲时间：指某人不工作或不忙于其他事务时的时间段。,
in one's way,,"挡道的, 妨碍人的, 使人不便的, (英)近在咫尺, 在场",
in operation,,"运转着, 生效；[法] 正在实施",
in order,,"整齐, 状况良好, 适宜",
in order that,,"为了,以便",
in order to,,为了…,
in other words,,换句话说,
in part,,部分地,
in particular,,特别,
in person,,"亲自, 外貌上；[法] 亲自",
in perspective,,"正确地, 显示在脑海中, 符合透视法地",
in place,,"在适当的位置, 适当",
in place of,,代替；[法] 代替,
in practice,,"在实践中, 实际上, 熟练",
in principle,,"原则上, 大体上",
in private,,"私下, 秘密地",
in proportion,,"按实际重要性, 合乎情理地",
in proportion to,,与...成比例,
in prospect of,,"有…希望,…在望",
in public,,当众,
in pursuit of,,追求，寻求,
in quest of,,为了追求...,
in question,,"正被讨论, 可怀疑；[法] 正被谈论的, 成问题的, 被争论",
in reality,,"实际上, 事实上",
in regard to,,关于；[法] 关于,
in relation to,,"关于, 涉及",
in reply to,,为答复...,
in response to,,"回答..., 响应..., 对...有反应；[法] 为响应, 答复",
in retrospect,,回顾,
in return,,作为报答,
in return for,,作为...的报答,
in reverse order,,倒序地,
in ruins,,成为一片废墟,
in scale,,"匀称的,恰如其分的,协调的",
in search of,,寻找,
in secret,,秘密地,
in sequence,,"挨次,按顺序,一个接一个",
in shape,,"在外形上, 处于良好状态",
in short,,简而言之；[法] 简言之,
in sight,,被看到,
in so far as,,"至于, 就...",
in some cases,,在某些情况下; 有时候,
in spite of,,不管,
in step,,步调一致,
in stock,,"现有, 在贮存中；[经] 在仓库中, 有存货",
in store,,"贮藏着, 保存着, 准备着, 将要发生；[经] 存仓",
in succession,,连续地,
in sum,,总言之,
in summary,,总之,
in sympathy with,,"赞同..., 与...一致",
in tears,,流着泪,
in terms of,,"用...的话, 根据, 按照, 在...方面；[法] 用...话, 以...措词, 按照",
in that,,"既然, 因为",
in the air,,"在空中, 悬而未决, 在流传中, 不设防；[法] 未定的",
in the case of,,在...的情况,
in the circumstances,,既然这样,
in the course of,,"在...期间；[法] 在...过程中, 在...期间",
in the dark,,"在黑暗中, 秘密地, 不知道；[法] 蒙在鼓里",
in the distance,,在远处,
in the end,,"最后, 终于",
in the event of,,如果...发生；[法] 如果...发生,
in the face of,,面对,
in the first place,,首先,
in the form of,,以…形式,
in the front of,,"在...最前列/前方, 在...最重要的位置上",
in the future,,"未来, 将来, 往后",
in the grip of,,被……所控制/压倒：被某种不利因素或情况所控制或压倒。,
in the habit of,,"有…的习惯,习惯于…",
in the hand of,,在你完全掌控之下,
in the interest of,,"为了, 为了...的利益",
in the last place,,最后,
in the least,,丝毫,
in the light of,,"由于, 当作；[法] 根据, 按照",
in the long run,,"长远, 最后",
in the long term,,长远地,
in the main,,大体上,
in the matter of,,"就...而论；[法] 就...而论, 在方面",
in the midst of,,在...之中,
in the neighborhood of,,"在...附近, 大约",
in the past,,在过去,
in the presence of,,在面前,
in the process of,,在...的过程中,
in the rear of,,在……的后面：位于某物的后方或后部。,
in the red,,"[经] 赤字, 亏损",
in the saddle,,"在职,掌权,当政",
in the shape of,,以...的形式,
in the short term,,短期内,
in the vicinity,/ɪn ðə vəˈsɪnəti/,大约，附近：表示在某个地方或某个事物附近，或者表示一个数量或数值大约是多少。,
in the vicinity of,,在邻近；[法] 在...附近,
in the wake of,,"尾随, 紧跟, 仿效",
in the way,,挡道,
in the way of,,在…方面;在…过程中;作为…;阻碍…,
in the world,,在世界上,
in theory,,理论上,
in this case,,既然这样,
in this way,,这样,
in time,,"及时；[法] 如期, 按期, 及时",
in tow,,"拖着, 在一起",
in transit,,在运输中；[经] 在运输中,
in truth,,"事实上, 的确",
in tune,,合调子,
in tune with,,和…合调,
in turn,,"依次, 轮流",
in use,,"在使用着, 在应用",
in vain,,"徒然；[法] 徒然, 无效",
in view,,"在看得见的地方, 被考虑, 被期待",
in view of,,"考虑到, 由于；[法] 鉴于",
in vogue,,[经] 正在流行,
indulge in,,沉湎于,
infer from,,从……推断出：通过观察、分析或推理得出某种结论或理解。,
inflict on,,强加于：把痛苦、损害、打击、负担等令人不快或有害的事物强加给某人或某事物，使其遭受痛苦或不良影响。,
inflict upon,,加诸于：强加于他人的痛苦、伤害或困境。,
influence on,,对……的影响,
influence upon,,对……的影响：指某种事物对另一种事物产生的影响或作用。,
influence with,,与……有影响力：指某人在某个领域或某个人群中具有影响力，能够对其产生影响。,
inform sb. about sth.,,暂无释义，可打开词卡用有道查询,
inform sb. of sth.,,"告知某人某事,让某人了解某事",
inherent in,,固有的，内在的,
inquire into,,调查...,
insolate from,,暂无释义，可打开词卡用有道查询,
inspire sb. with sth.,,在某人心中激起某种感情,
inspire sth. in sb.,,在某人心中激起某种感情,
instead of,,代替,
integrate into,/ˈɪntɪɡreɪt ˈɪntu/,v. 成为一体，融入；使……并入，把……整合进,
integrate with,,使与...结合,
intend to do,/ɪnˈtend tu duː/,打算做某事：表示计划或决定要做某事。,
interfere in,,"干预,干涉,介入",
interfere with,,"干涉,干扰,妨碍",
interpret as,,把某事物理解或解释为另一种意义、形式或事物,
invest in,,"投资于, 买进",
involve sb. in,,使某人参与：让某人参与到某个活动、计划或事情中。,
isolate from,/ˈaɪsəleɪt frəm/,与……隔离，使……与……隔绝：将某人或某物与其他人或事物分开，使其独立存在或不受影响。,
it occurs to sb. that,,暂无释义，可打开词卡用有道查询,
join sb.,,加入某人：与另一家公司、个人或团体合作，共同完成某项活动。,
join sb. for,,暂无释义，可打开词卡用有道查询,
joint venture,,合资；[化] 联合经营; 合资企业,
joke about,,开玩笑，拿……开玩笑：说某人或某事的笑话，通常是为了逗乐或调侃。,
jump a queue,/dʒʌmp ə kjuː/,插队：违反排队规则，跳过其他人直接加入队伍。,
jump the queue,,"插队, 获得优惠待遇",
just about,,"几乎, 正是",
just as,,正象,
keep a hold on,,紧紧抓住：保持对某物的牢固掌控或控制。,
keep a record of,,"记录,记载,把…记下来",
keep abreast of,,保持与...并列,
keep abreast with,/kiːp əˈbrest wɪð/,与……保持并进，与……保持同步：指与某事物保持同步或跟上最新的发展。,
keep an eye on,,"照看, 密切注视",
keep away from,,"离开,避开,不接近,戒除…",
keep back,,"落在后面, 阻止, 隐瞒, 留下",
keep company with,,与...结交,
keep down,,"卧下, 镇压, 控制, 缩减, 保留",
keep from,,"阻止, 隐瞒, 抑制",
keep house,,当家,
keep in mind,,"记住..., 想着...",
keep in touch,,保持联络,
keep off,,"让开, 不接近",
keep on,,"继续, 穿着...不脱",
keep one's distance,,保持疏远,
keep one's ears open,,洗耳恭听,
keep one's eyes and ears open,,保持警惕：指时刻关注周围的情况，以便及时发现和应对问题。,
keep one's eyes open,,"注意, 留心",
keep one's finger crossed,,祝好运：表示希望某人好运或成功，通常在期待某个结果时使用。,
keep one's head,,保持冷静,
keep one's promise,,遵守诺言：履行承诺或守信用，不违背自己的承诺。,
keep one's temper,,忍耐,
keep one's word,,守信,
keep out of,,置身于外,
keep pace with,,并驾齐驱,
keep to,,"坚持,保持;固守",
keep track,,通晓事态，注意动向,
keep track of,,了解,
keep up,,"不低落, 维持, 继续；[经] 坚持, 保持, 继续",
keep up to date,/kiːp ʌp tu deɪt/,保持最新，与时俱进：保持对最新信息、发展和趋势的了解和更新。,
keep up with,,"跟上；[法] 追上, 跟上, 赶得上",
kick around,,<口>谈论; <口>存在; 漫不经心地踢; 漫不经心地游荡,
kick off,,"踢脱, 中线开球",
kick out,,把球踢出界,
kick sth. around,,暂无释义，可打开词卡用有道查询,
kick up,,踢起；[经] 提高汽油辛烷值,
kill time,,消磨时间,
knock about,,玩; 漫游; 接连打击; 活着,
knock around,,v. （非正式）（英式亦作 knock about）闲逛，漫游；与……待在一起，与某人一起度过时间；考虑或讨论（某事，如想法、计划等）；痛打，多次击打或粗暴对待某人；散落在某处，闲置在某处,
knock down,,"击倒, 拆卸, 拍卖出；[经] 拍板成交",
knock off,,"敲掉, 击倒；[经] 成交, 停工, 中断",
knock out,,"敲空, 击倒, 打破, 使筋疲力竭；[经] 拍卖时勾结用廉价买得, 联合拍卖货",
know about,,"知道,了解,听说过…",
know backward,,暂无释义，可打开词卡用有道查询,
know backwards,,了如指掌：对某事物非常熟悉，知道得非常详细。,
know better,,"很懂得,很明白",
know better than,,不至于蠢到…,
know of,,"知道,了解,听说过…",
known as,,"被称为, 公认为",
lag behind,,落后(于...),
laid-off workers,,被解雇的工人：指因公司裁员、经济不景气等原因而失去工作的员工。,
lash out,,"痛打, 痛骂",
lash out at,,"痛打,狠揍;痛斥,攻击",
last hurrah,,最后的努力,
laugh off,,用笑摆脱,
launch into,,"开始,着手,投入;大谈特谈,侈谈,大发",
lay an emphasis on,,强调,
lay aside,,"搁置, 积蓄",
lay claim to,,"要求, 坚持对...的所有权, 自以为",
lay down,,"放下；[法] 规定, 制定, 立法",
lay off,,"把(衣服等)放在一边, 解雇, 停止工作, 休息, 划出；[机] 停工, 下料",
lay out,,"摆开, 展示, 布置, 安排, 投资；[经] 花钱, 投资, 布局",
lay over,,"覆盖, 胜过, 使延期",
lay stress on,,"把重点放在, 在...上用力",
lay the foundation for,,为……打下基础：产生基本的想法或结构，以便更大的发展。,
lay to heart,,牢记,
lead the way,,"带路, 示范",
lead to,,"导致, 通向",
lead up to,,"带到, 导致, 作为...的准备",
leaf through,,"翻书页, 翻阅",
lean on,,靠着,
learn about,,"学习,听说,得悉,了解",
learn by heart,,记住,
leave alone,,"让独自呆着, 不打扰",
leave behind,,"不带, 留下, 遗留, 超过",
leave off,,"停止, 不再穿",
leave out,,"省去, 遗漏, 不考虑",
leave to one's own devices,,听任某人自行安排：让某人自己独立思考、自己解决问题，不给予帮助或监督。,
lend itself to,,有助于,
let alone,,不管,
let down,,"放下, 使失望, 使屈辱, 松劲, 减速下降；[机] 放下, 排出",
let go,,"放开, 释放, 发射",
let in,,"放进, 招致, 嵌入",
let loose,,"释放, 放出",
let off,,"放出, 饶恕；[机] 放出",
let out,,"放掉, 泄露, 放大, 出租；[经] 出租",
let rip,,"（非正式）全力以赴, 无拘无束行事, 自由自在地行动",
let slide,,对...听其自然,
level off,,"平整, 变平, 稳定",
lie in,,"在于..., 分娩, 睡懒觉",
life span,,[化] 使用期限; 有效期限,
light up,,"开始吸烟, 发亮, 露喜色；[机] 点火",
line up,,"整队, 排列起",
linger on,,"停留,存留,逗留,拖延",
listen in,,"收听, 监听, 偷听；[法] 收听, 监听, 偷听",
little by little,,渐渐,
live beyond salary,,入不敷出,
live by,,靠…为生,
live off,,"以...为食料, 靠...生活",
live on,,"继续生活, 以...为主食, 靠...生活",
live out,,"活过(某一段时间), 住在外面",
live through,,"度过, 经受过",
live up to,,"实践, 做到",
live with,,与…一起生活; 与（异性）同居; 学会去适应; 接受并忍受,
lock away,,把…锁起来,
log in,,[计] 注册,
log on,,"[计] 注册, 登录, 登录入网",
log out,,[计] 注销,
long for,,渴望,
look after,,"目送, 照顾, 关心",
look around,,四下观望; （作出选择前）进行调查; 骋目四顾; 四顾,
look at,,"看, 考虑, 着眼于",
look back,,"回顾, 三心二意；[经] 银行对过去贷款的审查",
look back on,,"回头看,回顾,追忆",
look down on,,"轻视, 看不起",
look for,,"寻找, 期待",
look forward to,,"期望, 盼望; 瞩望; 属望; 企",
look in,,看望；[计] 搜索,
look in on,,拜访：短暂地拜访（某人）。,
look into,,"窥视, 浏览, 观察；[法] 调查",
look on,,"观看, 旁观, 看待",
look out,,"面朝, 留神, 找出",
look out for,,"当心…,留神…,提防…",
look over,,"从...上面看, 察看, 检查, 原谅",
